Område;Bebyggelsetyp;År;Åldersgrupp;Summa
21604 - Farstanäset;Totalt;2033;16-18 år;0
21604 - Farstanäset;Totalt;2033;19-24 år;0
21604 - Farstanäset;Totalt;2033;25-44 år;0
21604 - Farstanäset;Totalt;2033;45-64 år;0
21604 - Farstanäset;Totalt;2033;65-79 år;0
21604 - Farstanäset;Totalt;2033;80-w;0
21604 - Farstanäset;Totalt;2034;0 år;0
21604 - Farstanäset;Totalt;2034;1-5 år;0
21604 - Farstanäset;Totalt;2034;6-9 år;0
21604 - Farstanäset;Totalt;2034;10-12 år;0
21604 - Farstanäset;Totalt;2034;13-15 år;0
21604 - Farstanäset;Totalt;2034;16-18 år;0
21604 - Farstanäset;Totalt;2034;19-24 år;0
21604 - Farstanäset;Totalt;2034;25-44 år;0
21604 - Farstanäset;Totalt;2034;45-64 år;0
21604 - Farstanäset;Totalt;2034;65-79 år;0
21604 - Farstanäset;Totalt;2034;80-w;0
21605 - Gubbängen;befintlig bebyggelse;2024;0 år;67
21605 - Gubbängen;befintlig bebyggelse;2024;1-5 år;335
21605 - Gubbängen;befintlig bebyggelse;2024;6-9 år;218
21605 - Gubbängen;befintlig bebyggelse;2024;10-12 år;148
21605 - Gubbängen;befintlig bebyggelse;2024;13-15 år;182
21605 - Gubbängen;befintlig bebyggelse;2024;16-18 år;167
21605 - Gubbängen;befintlig bebyggelse;2024;19-24 år;350
21605 - Gubbängen;befintlig bebyggelse;2024;25-44 år;2209
21605 - Gubbängen;befintlig bebyggelse;2024;45-64 år;1481
21605 - Gubbängen;befintlig bebyggelse;2024;65-79 år;624
21605 - Gubbängen;befintlig bebyggelse;2024;80-w;197
21605 - Gubbängen;befintlig bebyggelse;2025;0 år;63,47736504
21605 - Gubbängen;befintlig bebyggelse;2025;1-5 år;328,9083324
21605 - Gubbängen;befintlig bebyggelse;2025;6-9 år;214,4328834
21605 - Gubbängen;befintlig bebyggelse;2025;10-12 år;157,5782176
21605 - Gubbängen;befintlig bebyggelse;2025;13-15 år;166,6733852
21605 - Gubbängen;befintlig bebyggelse;2025;16-18 år;171,7905332
21605 - Gubbängen;befintlig bebyggelse;2025;19-24 år;371,8093863
21605 - Gubbängen;befintlig bebyggelse;2025;25-44 år;2161,685842
21605 - Gubbängen;befintlig bebyggelse;2025;45-64 år;1492,433519
21605 - Gubbängen;befintlig bebyggelse;2025;65-79 år;652,1724102
21605 - Gubbängen;befintlig bebyggelse;2025;80-w;207,0551319
21605 - Gubbängen;befintlig bebyggelse;2026;0 år;65,0729195
21605 - Gubbängen;befintlig bebyggelse;2026;1-5 år;300,7215757
21605 - Gubbängen;befintlig bebyggelse;2026;6-9 år;237,3867429
21605 - Gubbängen;befintlig bebyggelse;2026;10-12 år;150,9520156
21605 - Gubbängen;befintlig bebyggelse;2026;13-15 år;162,7430588
21605 - Gubbängen;befintlig bebyggelse;2026;16-18 år;180,5152002
21605 - Gubbängen;befintlig bebyggelse;2026;19-24 år;379,8187184
21605 - Gubbängen;befintlig bebyggelse;2026;25-44 år;2126,08552
21605 - Gubbängen;befintlig bebyggelse;2026;45-64 år;1501,088463
21605 - Gubbängen;befintlig bebyggelse;2026;65-79 år;672,0535486
21605 - Gubbängen;befintlig bebyggelse;2026;80-w;222,8193476
21605 - Gubbängen;befintlig bebyggelse;2027;0 år;62,21344881
21605 - Gubbängen;befintlig bebyggelse;2027;1-5 år;291,7236547
21605 - Gubbängen;befintlig bebyggelse;2027;6-9 år;228,8017267
21605 - Gubbängen;befintlig bebyggelse;2027;10-12 år;162,1416146
21605 - Gubbängen;befintlig bebyggelse;2027;13-15 år;152,9383612
21605 - Gubbängen;befintlig bebyggelse;2027;16-18 år;178,6822836
21605 - Gubbängen;befintlig bebyggelse;2027;19-24 år;389,6448527
21605 - Gubbängen;befintlig bebyggelse;2027;25-44 år;2086,458626
21605 - Gubbängen;befintlig bebyggelse;2027;45-64 år;1518,727694
21605 - Gubbängen;befintlig bebyggelse;2027;65-79 år;686,2857014
21605 - Gubbängen;befintlig bebyggelse;2027;80-w;248,4474106
21605 - Gubbängen;befintlig bebyggelse;2028;0 år;60,20084066
21605 - Gubbängen;befintlig bebyggelse;2028;1-5 år;282,3905373
21605 - Gubbängen;befintlig bebyggelse;2028;6-9 år;225,8929933
21605 - Gubbängen;befintlig bebyggelse;2028;10-12 år;158,5176578
21605 - Gubbängen;befintlig bebyggelse;2028;13-15 år;158,0778229
21605 - Gubbängen;befintlig bebyggelse;2028;16-18 år;166,696426
21605 - Gubbängen;befintlig bebyggelse;2028;19-24 år;397,9553933
21605 - Gubbängen;befintlig bebyggelse;2028;25-44 år;2054,833111
21605 - Gubbängen;befintlig bebyggelse;2028;45-64 år;1524,785006
21605 - Gubbängen;befintlig bebyggelse;2028;65-79 år;715,3981381
21605 - Gubbängen;befintlig bebyggelse;2028;80-w;257,7952953
21605 - Gubbängen;befintlig bebyggelse;2029;0 år;59,02949692
21605 - Gubbängen;befintlig bebyggelse;2029;1-5 år;265,9741119
21605 - Gubbängen;befintlig bebyggelse;2029;6-9 år;229,2747437
21605 - Gubbängen;befintlig bebyggelse;2029;10-12 år;159,7765547
21605 - Gubbängen;befintlig bebyggelse;2029;13-15 år;152,7719413
21605 - Gubbängen;befintlig bebyggelse;2029;16-18 år;162,0332582
21605 - Gubbängen;befintlig bebyggelse;2029;19-24 år;402,9205993
21605 - Gubbängen;befintlig bebyggelse;2029;25-44 år;2024,798318
21605 - Gubbängen;befintlig bebyggelse;2029;45-64 år;1525,16699
21605 - Gubbängen;befintlig bebyggelse;2029;65-79 år;753,4118388
21605 - Gubbängen;befintlig bebyggelse;2029;80-w;259,5098891
21605 - Gubbängen;befintlig bebyggelse;2030;0 år;58,0242278
21605 - Gubbängen;befintlig bebyggelse;2030;1-5 år;257,2236803
21605 - Gubbängen;befintlig bebyggelse;2030;6-9 år;211,3555639
21605 - Gubbängen;befintlig bebyggelse;2030;10-12 år;163,5454162
21605 - Gubbängen;befintlig bebyggelse;2030;13-15 år;160,3235527
21605 - Gubbängen;befintlig bebyggelse;2030;16-18 år;156,2877407
21605 - Gubbängen;befintlig bebyggelse;2030;19-24 år;404,0199108
21605 - Gubbängen;befintlig bebyggelse;2030;25-44 år;1986,768956
21605 - Gubbängen;befintlig bebyggelse;2030;45-64 år;1527,472536
21605 - Gubbängen;befintlig bebyggelse;2030;65-79 år;787,4766646
21605 - Gubbängen;befintlig bebyggelse;2030;80-w;266,4732725
21605 - Gubbängen;befintlig bebyggelse;2031;0 år;57,06014443
21605 - Gubbängen;befintlig bebyggelse;2031;1-5 år;251,0586475
21605 - Gubbängen;befintlig bebyggelse;2031;6-9 år;200,8939697
21605 - Gubbängen;befintlig bebyggelse;2031;10-12 år;163,9504622
21605 - Gubbängen;befintlig bebyggelse;2031;13-15 år;155,5826553
21605 - Gubbängen;befintlig bebyggelse;2031;16-18 år;158,5164241
21605 - Gubbängen;befintlig bebyggelse;2031;19-24 år;397,1261063
21605 - Gubbängen;befintlig bebyggelse;2031;25-44 år;1956,900484
21605 - Gubbängen;befintlig bebyggelse;2031;45-64 år;1526,887837
21605 - Gubbängen;befintlig bebyggelse;2031;65-79 år;813,1424133
21605 - Gubbängen;befintlig bebyggelse;2031;80-w;274,0439315
21605 - Gubbängen;befintlig bebyggelse;2032;0 år;56,29606017
21605 - Gubbängen;befintlig bebyggelse;2032;1-5 år;244,0757197
21605 - Gubbängen;befintlig bebyggelse;2032;6-9 år;194,392663
21605 - Gubbängen;befintlig bebyggelse;2032;10-12 år;160,8921544
21605 - Gubbängen;befintlig bebyggelse;2032;13-15 år;154,6673253
21605 - Gubbängen;befintlig bebyggelse;2032;16-18 år;154,3124386
21605 - Gubbängen;befintlig bebyggelse;2032;19-24 år;394,4225033
21605 - Gubbängen;befintlig bebyggelse;2032;25-44 år;1913,988344
21605 - Gubbängen;befintlig bebyggelse;2032;45-64 år;1547,231309
21605 - Gubbängen;befintlig bebyggelse;2032;65-79 år;821,9403412
21605 - Gubbängen;befintlig bebyggelse;2032;80-w;287,7176167
21605 - Gubbängen;befintlig bebyggelse;2033;0 år;55,811282
21605 - Gubbängen;befintlig bebyggelse;2033;1-5 år;238,7208574
21605 - Gubbängen;befintlig bebyggelse;2033;6-9 år;183,8686218
21605 - Gubbängen;befintlig bebyggelse;2033;10-12 år;150,9877698
21605 - Gubbängen;befintlig bebyggelse;2033;13-15 år;156,3503171
21605 - Gubbängen;befintlig bebyggelse;2033;16-18 år;158,7758128
21605 - Gubbängen;befintlig bebyggelse;2033;19-24 år;388,5325501
21605 - Gubbängen;befintlig bebyggelse;2033;25-44 år;1869,314129
21605 - Gubbängen;befintlig bebyggelse;2033;45-64 år;1566,518941
21605 - Gubbängen;befintlig bebyggelse;2033;65-79 år;837,2919224
21605 - Gubbängen;befintlig bebyggelse;2033;80-w;298,8285785
21605 - Gubbängen;befintlig bebyggelse;2034;0 år;54,4122144
21605 - Gubbängen;befintlig bebyggelse;2034;1-5 år;234,8329446
21605 - Gubbängen;befintlig bebyggelse;2034;6-9 år;177,5427416
21605 - Gubbängen;befintlig bebyggelse;2034;10-12 år;144,2985751
21605 - Gubbängen;befintlig bebyggelse;2034;13-15 år;156,7249246
21605 - Gubbängen;befintlig bebyggelse;2034;16-18 år;154,1811063
21605 - Gubbängen;befintlig bebyggelse;2034;19-24 år;383,9809361
21605 - Gubbängen;befintlig bebyggelse;2034;25-44 år;1826,825918
21605 - Gubbängen;befintlig bebyggelse;2034;45-64 år;1590,201476
21605 - Gubbängen;befintlig bebyggelse;2034;65-79 år;843,1365598
21605 - Gubbängen;befintlig bebyggelse;2034;80-w;311,9987463
21605 - Gubbängen;nybyggnation;2024;0 år;0
21605 - Gubbängen;nybyggnation;2024;1-5 år;0
21605 - Gubbängen;nybyggnation;2024;6-9 år;0
21605 - Gubbängen;nybyggnation;2024;10-12 år;0
21605 - Gubbängen;nybyggnation;2024;13-15 år;0
21605 - Gubbängen;nybyggnation;2024;16-18 år;0
21605 - Gubbängen;nybyggnation;2024;19-24 år;0
21605 - Gubbängen;nybyggnation;2024;25-44 år;0
21605 - Gubbängen;nybyggnation;2024;45-64 år;0
21605 - Gubbängen;nybyggnation;2024;65-79 år;0
21605 - Gubbängen;nybyggnation;2024;80-w;0
21605 - Gubbängen;nybyggnation;2025;0 år;0
21605 - Gubbängen;nybyggnation;2025;1-5 år;0
21605 - Gubbängen;nybyggnation;2025;6-9 år;0
21605 - Gubbängen;nybyggnation;2025;10-12 år;0
21605 - Gubbängen;nybyggnation;2025;13-15 år;0
21605 - Gubbängen;nybyggnation;2025;16-18 år;0
21605 - Gubbängen;nybyggnation;2025;19-24 år;0
21605 - Gubbängen;nybyggnation;2025;25-44 år;0
21605 - Gubbängen;nybyggnation;2025;45-64 år;0
21605 - Gubbängen;nybyggnation;2025;65-79 år;0
21605 - Gubbängen;nybyggnation;2025;80-w;0
21605 - Gubbängen;nybyggnation;2026;0 år;0
21605 - Gubbängen;nybyggnation;2026;1-5 år;0
21605 - Gubbängen;nybyggnation;2026;6-9 år;0
21605 - Gubbängen;nybyggnation;2026;10-12 år;0
21605 - Gubbängen;nybyggnation;2026;13-15 år;0
21605 - Gubbängen;nybyggnation;2026;16-18 år;0
21605 - Gubbängen;nybyggnation;2026;19-24 år;0
21605 - Gubbängen;nybyggnation;2026;25-44 år;0
21605 - Gubbängen;nybyggnation;2026;45-64 år;0
21605 - Gubbängen;nybyggnation;2026;65-79 år;0
21605 - Gubbängen;nybyggnation;2026;80-w;0
21605 - Gubbängen;nybyggnation;2027;0 år;0
21605 - Gubbängen;nybyggnation;2027;1-5 år;0
21605 - Gubbängen;nybyggnation;2027;6-9 år;0
21605 - Gubbängen;nybyggnation;2027;10-12 år;0
21605 - Gubbängen;nybyggnation;2027;13-15 år;0
21605 - Gubbängen;nybyggnation;2027;16-18 år;0
21605 - Gubbängen;nybyggnation;2027;19-24 år;0
21605 - Gubbängen;nybyggnation;2027;25-44 år;0
21605 - Gubbängen;nybyggnation;2027;45-64 år;0
21605 - Gubbängen;nybyggnation;2027;65-79 år;0
21605 - Gubbängen;nybyggnation;2027;80-w;0
21605 - Gubbängen;nybyggnation;2028;0 år;0
21605 - Gubbängen;nybyggnation;2028;1-5 år;0
21605 - Gubbängen;nybyggnation;2028;6-9 år;0
21605 - Gubbängen;nybyggnation;2028;10-12 år;0
21605 - Gubbängen;nybyggnation;2028;13-15 år;0
21605 - Gubbängen;nybyggnation;2028;16-18 år;0
21605 - Gubbängen;nybyggnation;2028;19-24 år;0
21605 - Gubbängen;nybyggnation;2028;25-44 år;0
21605 - Gubbängen;nybyggnation;2028;45-64 år;0
21605 - Gubbängen;nybyggnation;2028;65-79 år;0
21605 - Gubbängen;nybyggnation;2028;80-w;0
21605 - Gubbängen;nybyggnation;2029;0 år;2,51340044
21605 - Gubbängen;nybyggnation;2029;1-5 år;6,92239765
21605 - Gubbängen;nybyggnation;2029;6-9 år;2,43080633
21605 - Gubbängen;nybyggnation;2029;10-12 år;1,21971531
21605 - Gubbängen;nybyggnation;2029;13-15 år;1,03121384
21605 - Gubbängen;nybyggnation;2029;16-18 år;1,39873619
21605 - Gubbängen;nybyggnation;2029;19-24 år;9,12758612
21605 - Gubbängen;nybyggnation;2029;25-44 år;47,45227037
21605 - Gubbängen;nybyggnation;2029;45-64 år;11,32894808
21605 - Gubbängen;nybyggnation;2029;65-79 år;3,4485454
21605 - Gubbängen;nybyggnation;2029;80-w;0,4863803
21605 - Gubbängen;nybyggnation;2030;0 år;5,32006149
21605 - Gubbängen;nybyggnation;2030;1-5 år;14,88154072
21605 - Gubbängen;nybyggnation;2030;6-9 år;5,11846876
21605 - Gubbängen;nybyggnation;2030;10-12 år;2,54493175
21605 - Gubbängen;nybyggnation;2030;13-15 år;2,09463314
21605 - Gubbängen;nybyggnation;2030;16-18 år;2,53732316
21605 - Gubbängen;nybyggnation;2030;19-24 år;15,8837672
21605 - Gubbängen;nybyggnation;2030;25-44 år;92,91166778
21605 - Gubbängen;nybyggnation;2030;45-64 år;23,50237369
21605 - Gubbängen;nybyggnation;2030;65-79 år;7,42616821
21605 - Gubbängen;nybyggnation;2030;80-w;1,08576381
21605 - Gubbängen;nybyggnation;2031;0 år;5,52273955
21605 - Gubbängen;nybyggnation;2031;1-5 år;17,44778386
21605 - Gubbängen;nybyggnation;2031;6-9 år;5,8584587
21605 - Gubbängen;nybyggnation;2031;10-12 år;2,849309
21605 - Gubbängen;nybyggnation;2031;13-15 år;2,26550793
21605 - Gubbängen;nybyggnation;2031;16-18 år;2,28747083
21605 - Gubbängen;nybyggnation;2031;19-24 år;12,65267734
21605 - Gubbängen;nybyggnation;2031;25-44 år;92,37210019
21605 - Gubbängen;nybyggnation;2031;45-64 år;25,91121518
21605 - Gubbängen;nybyggnation;2031;65-79 år;8,75216971
21605 - Gubbängen;nybyggnation;2031;80-w;1,35830148
21605 - Gubbängen;nybyggnation;2032;0 år;5,15271282
21605 - Gubbängen;nybyggnation;2032;1-5 år;19,35554923
21605 - Gubbängen;nybyggnation;2032;6-9 år;6,47392384
21605 - Gubbängen;nybyggnation;2032;10-12 år;3,13751994
21605 - Gubbängen;nybyggnation;2032;13-15 år;2,43097345
21605 - Gubbängen;nybyggnation;2032;16-18 år;2,23816645
21605 - Gubbängen;nybyggnation;2032;19-24 år;10,49369303
21605 - Gubbängen;nybyggnation;2032;25-44 år;90,14016323
21605 - Gubbängen;nybyggnation;2032;45-64 år;27,89082633
21605 - Gubbängen;nybyggnation;2032;65-79 år;9,99513365
21605 - Gubbängen;nybyggnation;2032;80-w;1,637131
21605 - Gubbängen;nybyggnation;2033;0 år;4,85519705
21605 - Gubbängen;nybyggnation;2033;1-5 år;20,18714925
21605 - Gubbängen;nybyggnation;2033;6-9 år;7,10628363
21605 - Gubbängen;nybyggnation;2033;10-12 år;3,40871205
21605 - Gubbängen;nybyggnation;2033;13-15 år;2,58445798
21605 - Gubbängen;nybyggnation;2033;16-18 år;2,25789165
21605 - Gubbängen;nybyggnation;2033;19-24 år;9,09571517
21605 - Gubbängen;nybyggnation;2033;25-44 år;86,88700024
21605 - Gubbängen;nybyggnation;2033;45-64 år;29,51184046
21605 - Gubbängen;nybyggnation;2033;65-79 år;11,16573448
21605 - Gubbängen;nybyggnation;2033;80-w;1,921439
21605 - Gubbängen;nybyggnation;2034;0 år;4,62574515
21605 - Gubbängen;nybyggnation;2034;1-5 år;20,22406837
21605 - Gubbängen;nybyggnation;2034;6-9 år;7,85247078
21605 - Gubbängen;nybyggnation;2034;10-12 år;3,65617736
21605 - Gubbängen;nybyggnation;2034;13-15 år;2,73256241
21605 - Gubbängen;nybyggnation;2034;16-18 år;2,3091938
21605 - Gubbängen;nybyggnation;2034;19-24 år;8,25654429
21605 - Gubbängen;nybyggnation;2034;25-44 år;83,42867186
21605 - Gubbängen;nybyggnation;2034;45-64 år;30,91578042
21605 - Gubbängen;nybyggnation;2034;65-79 år;12,2733349
21605 - Gubbängen;nybyggnation;2034;80-w;2,22428808
21605 - Gubbängen;Totalt;2024;0 år;67
21605 - Gubbängen;Totalt;2024;1-5 år;335
21605 - Gubbängen;Totalt;2024;6-9 år;218
21605 - Gubbängen;Totalt;2024;10-12 år;148
21605 - Gubbängen;Totalt;2024;13-15 år;182
21605 - Gubbängen;Totalt;2024;16-18 år;167
21605 - Gubbängen;Totalt;2024;19-24 år;350
21605 - Gubbängen;Totalt;2024;25-44 år;2209
21605 - Gubbängen;Totalt;2024;45-64 år;1481
21605 - Gubbängen;Totalt;2024;65-79 år;624
21605 - Gubbängen;Totalt;2024;80-w;197
21605 - Gubbängen;Totalt;2025;0 år;63,47736504
21605 - Gubbängen;Totalt;2025;1-5 år;328,9083324
21605 - Gubbängen;Totalt;2025;6-9 år;214,4328834
21605 - Gubbängen;Totalt;2025;10-12 år;157,5782176
21605 - Gubbängen;Totalt;2025;13-15 år;166,6733852
21605 - Gubbängen;Totalt;2025;16-18 år;171,7905332
21605 - Gubbängen;Totalt;2025;19-24 år;371,8093863
21605 - Gubbängen;Totalt;2025;25-44 år;2161,685842
21605 - Gubbängen;Totalt;2025;45-64 år;1492,433519
21605 - Gubbängen;Totalt;2025;65-79 år;652,1724102
21605 - Gubbängen;Totalt;2025;80-w;207,0551319
21605 - Gubbängen;Totalt;2026;0 år;65,0729195
21605 - Gubbängen;Totalt;2026;1-5 år;300,7215757
21605 - Gubbängen;Totalt;2026;6-9 år;237,3867429
21605 - Gubbängen;Totalt;2026;10-12 år;150,9520156
21605 - Gubbängen;Totalt;2026;13-15 år;162,7430588
21605 - Gubbängen;Totalt;2026;16-18 år;180,5152002
21605 - Gubbängen;Totalt;2026;19-24 år;379,8187184
21605 - Gubbängen;Totalt;2026;25-44 år;2126,08552
21605 - Gubbängen;Totalt;2026;45-64 år;1501,088463
21605 - Gubbängen;Totalt;2026;65-79 år;672,0535486
21605 - Gubbängen;Totalt;2026;80-w;222,8193476
21605 - Gubbängen;Totalt;2027;0 år;62,21344881
21605 - Gubbängen;Totalt;2027;1-5 år;291,7236547
21605 - Gubbängen;Totalt;2027;6-9 år;228,8017267
21605 - Gubbängen;Totalt;2027;10-12 år;162,1416146
21605 - Gubbängen;Totalt;2027;13-15 år;152,9383612
21605 - Gubbängen;Totalt;2027;16-18 år;178,6822836
21605 - Gubbängen;Totalt;2027;19-24 år;389,6448527
21605 - Gubbängen;Totalt;2027;25-44 år;2086,458626
21605 - Gubbängen;Totalt;2027;45-64 år;1518,727694
21605 - Gubbängen;Totalt;2027;65-79 år;686,2857014
21605 - Gubbängen;Totalt;2027;80-w;248,4474106
21605 - Gubbängen;Totalt;2028;0 år;60,20084066
21605 - Gubbängen;Totalt;2028;1-5 år;282,3905373
21605 - Gubbängen;Totalt;2028;6-9 år;225,8929933
21605 - Gubbängen;Totalt;2028;10-12 år;158,5176578
21605 - Gubbängen;Totalt;2028;13-15 år;158,0778229
21605 - Gubbängen;Totalt;2028;16-18 år;166,696426
21605 - Gubbängen;Totalt;2028;19-24 år;397,9553933
21605 - Gubbängen;Totalt;2028;25-44 år;2054,833111
21605 - Gubbängen;Totalt;2028;45-64 år;1524,785006
21605 - Gubbängen;Totalt;2028;65-79 år;715,3981381
21605 - Gubbängen;Totalt;2028;80-w;257,7952953
21605 - Gubbängen;Totalt;2029;0 år;61,54289736
21605 - Gubbängen;Totalt;2029;1-5 år;272,8965096
21605 - Gubbängen;Totalt;2029;6-9 år;231,7055501
21605 - Gubbängen;Totalt;2029;10-12 år;160,99627
21605 - Gubbängen;Totalt;2029;13-15 år;153,8031552
21605 - Gubbängen;Totalt;2029;16-18 år;163,4319944
21605 - Gubbängen;Totalt;2029;19-24 år;412,0481854
21605 - Gubbängen;Totalt;2029;25-44 år;2072,250588
21605 - Gubbängen;Totalt;2029;45-64 år;1536,495938
21605 - Gubbängen;Totalt;2029;65-79 år;756,8603842
21605 - Gubbängen;Totalt;2029;80-w;259,9962694
21605 - Gubbängen;Totalt;2030;0 år;63,34428929
21605 - Gubbängen;Totalt;2030;1-5 år;272,105221
21605 - Gubbängen;Totalt;2030;6-9 år;216,4740327
21605 - Gubbängen;Totalt;2030;10-12 år;166,090348
21605 - Gubbängen;Totalt;2030;13-15 år;162,4181859
21605 - Gubbängen;Totalt;2030;16-18 år;158,8250639
21605 - Gubbängen;Totalt;2030;19-24 år;419,903678
21605 - Gubbängen;Totalt;2030;25-44 år;2079,680624
21605 - Gubbängen;Totalt;2030;45-64 år;1550,974909
21605 - Gubbängen;Totalt;2030;65-79 år;794,9028328
21605 - Gubbängen;Totalt;2030;80-w;267,5590363
21605 - Gubbängen;Totalt;2031;0 år;62,58288398
21605 - Gubbängen;Totalt;2031;1-5 år;268,5064314
21605 - Gubbängen;Totalt;2031;6-9 år;206,7524284
21605 - Gubbängen;Totalt;2031;10-12 år;166,7997712
21605 - Gubbängen;Totalt;2031;13-15 år;157,8481632
21605 - Gubbängen;Totalt;2031;16-18 år;160,8038949
21605 - Gubbängen;Totalt;2031;19-24 år;409,7787837
21605 - Gubbängen;Totalt;2031;25-44 år;2049,272584
21605 - Gubbängen;Totalt;2031;45-64 år;1552,799052
21605 - Gubbängen;Totalt;2031;65-79 år;821,894583
21605 - Gubbängen;Totalt;2031;80-w;275,4022329
21605 - Gubbängen;Totalt;2032;0 år;61,44877299
21605 - Gubbängen;Totalt;2032;1-5 år;263,431269
21605 - Gubbängen;Totalt;2032;6-9 år;200,8665868
21605 - Gubbängen;Totalt;2032;10-12 år;164,0296743
21605 - Gubbängen;Totalt;2032;13-15 år;157,0982987
21605 - Gubbängen;Totalt;2032;16-18 år;156,550605
21605 - Gubbängen;Totalt;2032;19-24 år;404,9161964
21605 - Gubbängen;Totalt;2032;25-44 år;2004,128508
21605 - Gubbängen;Totalt;2032;45-64 år;1575,122136
21605 - Gubbängen;Totalt;2032;65-79 år;831,9354748
21605 - Gubbängen;Totalt;2032;80-w;289,3547477
21605 - Gubbängen;Totalt;2033;0 år;60,66647905
