Område;Bebyggelsetyp;År;Åldersgrupp;Summa
22207 - Stora Mossen;befintlig bebyggelse;2033;6-9 år;70,04934035
22207 - Stora Mossen;befintlig bebyggelse;2033;10-12 år;62,19774743
22207 - Stora Mossen;befintlig bebyggelse;2033;13-15 år;64,83184711
22207 - Stora Mossen;befintlig bebyggelse;2033;16-18 år;67,54483685
22207 - Stora Mossen;befintlig bebyggelse;2033;19-24 år;101,2978045
22207 - Stora Mossen;befintlig bebyggelse;2033;25-44 år;367,6617547
22207 - Stora Mossen;befintlig bebyggelse;2033;45-64 år;461,2143323
22207 - Stora Mossen;befintlig bebyggelse;2033;65-79 år;244,926795
22207 - Stora Mossen;befintlig bebyggelse;2033;80-w;105,4888955
22207 - Stora Mossen;befintlig bebyggelse;2034;0 år;13,31318996
22207 - Stora Mossen;befintlig bebyggelse;2034;1-5 år;77,88672801
22207 - Stora Mossen;befintlig bebyggelse;2034;6-9 år;69,16034659
22207 - Stora Mossen;befintlig bebyggelse;2034;10-12 år;58,10763441
22207 - Stora Mossen;befintlig bebyggelse;2034;13-15 år;66,01049322
22207 - Stora Mossen;befintlig bebyggelse;2034;16-18 år;64,54280305
22207 - Stora Mossen;befintlig bebyggelse;2034;19-24 år;97,73736129
22207 - Stora Mossen;befintlig bebyggelse;2034;25-44 år;360,2231246
22207 - Stora Mossen;befintlig bebyggelse;2034;45-64 år;463,3939484
22207 - Stora Mossen;befintlig bebyggelse;2034;65-79 år;243,547873
22207 - Stora Mossen;befintlig bebyggelse;2034;80-w;109,8133577
22207 - Stora Mossen;nybyggnation;2024;0 år;0
22207 - Stora Mossen;nybyggnation;2024;1-5 år;0
22207 - Stora Mossen;nybyggnation;2024;6-9 år;0
22207 - Stora Mossen;nybyggnation;2024;10-12 år;0
22207 - Stora Mossen;nybyggnation;2024;13-15 år;0
22207 - Stora Mossen;nybyggnation;2024;16-18 år;0
22207 - Stora Mossen;nybyggnation;2024;19-24 år;0
22207 - Stora Mossen;nybyggnation;2024;25-44 år;0
22207 - Stora Mossen;nybyggnation;2024;45-64 år;0
22207 - Stora Mossen;nybyggnation;2024;65-79 år;0
22207 - Stora Mossen;nybyggnation;2024;80-w;0
22207 - Stora Mossen;nybyggnation;2025;0 år;0
22207 - Stora Mossen;nybyggnation;2025;1-5 år;0
22207 - Stora Mossen;nybyggnation;2025;6-9 år;0
22207 - Stora Mossen;nybyggnation;2025;10-12 år;0
22207 - Stora Mossen;nybyggnation;2025;13-15 år;0
22207 - Stora Mossen;nybyggnation;2025;16-18 år;0
22207 - Stora Mossen;nybyggnation;2025;19-24 år;0
22207 - Stora Mossen;nybyggnation;2025;25-44 år;0
22207 - Stora Mossen;nybyggnation;2025;45-64 år;0
22207 - Stora Mossen;nybyggnation;2025;65-79 år;0
22207 - Stora Mossen;nybyggnation;2025;80-w;0
22207 - Stora Mossen;nybyggnation;2026;0 år;0
22207 - Stora Mossen;nybyggnation;2026;1-5 år;0
22207 - Stora Mossen;nybyggnation;2026;6-9 år;0
22207 - Stora Mossen;nybyggnation;2026;10-12 år;0
22207 - Stora Mossen;nybyggnation;2026;13-15 år;0
22207 - Stora Mossen;nybyggnation;2026;16-18 år;0
22207 - Stora Mossen;nybyggnation;2026;19-24 år;0
22207 - Stora Mossen;nybyggnation;2026;25-44 år;0
22207 - Stora Mossen;nybyggnation;2026;45-64 år;0
22207 - Stora Mossen;nybyggnation;2026;65-79 år;0
22207 - Stora Mossen;nybyggnation;2026;80-w;0
22207 - Stora Mossen;nybyggnation;2027;0 år;0
22207 - Stora Mossen;nybyggnation;2027;1-5 år;0
22207 - Stora Mossen;nybyggnation;2027;6-9 år;0
22207 - Stora Mossen;nybyggnation;2027;10-12 år;0
22207 - Stora Mossen;nybyggnation;2027;13-15 år;0
22207 - Stora Mossen;nybyggnation;2027;16-18 år;0
22207 - Stora Mossen;nybyggnation;2027;19-24 år;0
22207 - Stora Mossen;nybyggnation;2027;25-44 år;0
22207 - Stora Mossen;nybyggnation;2027;45-64 år;0
22207 - Stora Mossen;nybyggnation;2027;65-79 år;0
22207 - Stora Mossen;nybyggnation;2027;80-w;0
22207 - Stora Mossen;nybyggnation;2028;0 år;0
22207 - Stora Mossen;nybyggnation;2028;1-5 år;0
22207 - Stora Mossen;nybyggnation;2028;6-9 år;0
22207 - Stora Mossen;nybyggnation;2028;10-12 år;0
22207 - Stora Mossen;nybyggnation;2028;13-15 år;0
22207 - Stora Mossen;nybyggnation;2028;16-18 år;0
22207 - Stora Mossen;nybyggnation;2028;19-24 år;0
22207 - Stora Mossen;nybyggnation;2028;25-44 år;0
22207 - Stora Mossen;nybyggnation;2028;45-64 år;0
22207 - Stora Mossen;nybyggnation;2028;65-79 år;0
22207 - Stora Mossen;nybyggnation;2028;80-w;0
22207 - Stora Mossen;nybyggnation;2029;0 år;0
22207 - Stora Mossen;nybyggnation;2029;1-5 år;0
22207 - Stora Mossen;nybyggnation;2029;6-9 år;0
22207 - Stora Mossen;nybyggnation;2029;10-12 år;0
22207 - Stora Mossen;nybyggnation;2029;13-15 år;0
22207 - Stora Mossen;nybyggnation;2029;16-18 år;0
22207 - Stora Mossen;nybyggnation;2029;19-24 år;0
22207 - Stora Mossen;nybyggnation;2029;25-44 år;0
22207 - Stora Mossen;nybyggnation;2029;45-64 år;0
22207 - Stora Mossen;nybyggnation;2029;65-79 år;0
22207 - Stora Mossen;nybyggnation;2029;80-w;0
22207 - Stora Mossen;nybyggnation;2030;0 år;0
22207 - Stora Mossen;nybyggnation;2030;1-5 år;0
22207 - Stora Mossen;nybyggnation;2030;6-9 år;0
22207 - Stora Mossen;nybyggnation;2030;10-12 år;0
22207 - Stora Mossen;nybyggnation;2030;13-15 år;0
22207 - Stora Mossen;nybyggnation;2030;16-18 år;0
22207 - Stora Mossen;nybyggnation;2030;19-24 år;0
22207 - Stora Mossen;nybyggnation;2030;25-44 år;0
22207 - Stora Mossen;nybyggnation;2030;45-64 år;0
22207 - Stora Mossen;nybyggnation;2030;65-79 år;0
22207 - Stora Mossen;nybyggnation;2030;80-w;0
22207 - Stora Mossen;nybyggnation;2031;0 år;0
22207 - Stora Mossen;nybyggnation;2031;1-5 år;0
22207 - Stora Mossen;nybyggnation;2031;6-9 år;0
22207 - Stora Mossen;nybyggnation;2031;10-12 år;0
22207 - Stora Mossen;nybyggnation;2031;13-15 år;0
22207 - Stora Mossen;nybyggnation;2031;16-18 år;0
22207 - Stora Mossen;nybyggnation;2031;19-24 år;0
22207 - Stora Mossen;nybyggnation;2031;25-44 år;0
22207 - Stora Mossen;nybyggnation;2031;45-64 år;0
22207 - Stora Mossen;nybyggnation;2031;65-79 år;0
22207 - Stora Mossen;nybyggnation;2031;80-w;0
22207 - Stora Mossen;nybyggnation;2032;0 år;0
22207 - Stora Mossen;nybyggnation;2032;1-5 år;0
22207 - Stora Mossen;nybyggnation;2032;6-9 år;0
22207 - Stora Mossen;nybyggnation;2032;10-12 år;0
22207 - Stora Mossen;nybyggnation;2032;13-15 år;0
22207 - Stora Mossen;nybyggnation;2032;16-18 år;0
22207 - Stora Mossen;nybyggnation;2032;19-24 år;0
22207 - Stora Mossen;nybyggnation;2032;25-44 år;0
22207 - Stora Mossen;nybyggnation;2032;45-64 år;0
22207 - Stora Mossen;nybyggnation;2032;65-79 år;0
22207 - Stora Mossen;nybyggnation;2032;80-w;0
22207 - Stora Mossen;nybyggnation;2033;0 år;0
22207 - Stora Mossen;nybyggnation;2033;1-5 år;0
22207 - Stora Mossen;nybyggnation;2033;6-9 år;0
22207 - Stora Mossen;nybyggnation;2033;10-12 år;0
22207 - Stora Mossen;nybyggnation;2033;13-15 år;0
22207 - Stora Mossen;nybyggnation;2033;16-18 år;0
22207 - Stora Mossen;nybyggnation;2033;19-24 år;0
22207 - Stora Mossen;nybyggnation;2033;25-44 år;0
22207 - Stora Mossen;nybyggnation;2033;45-64 år;0
22207 - Stora Mossen;nybyggnation;2033;65-79 år;0
22207 - Stora Mossen;nybyggnation;2033;80-w;0
22207 - Stora Mossen;nybyggnation;2034;0 år;0
22207 - Stora Mossen;nybyggnation;2034;1-5 år;0
22207 - Stora Mossen;nybyggnation;2034;6-9 år;0
22207 - Stora Mossen;nybyggnation;2034;10-12 år;0
22207 - Stora Mossen;nybyggnation;2034;13-15 år;0
22207 - Stora Mossen;nybyggnation;2034;16-18 år;0
22207 - Stora Mossen;nybyggnation;2034;19-24 år;0
22207 - Stora Mossen;nybyggnation;2034;25-44 år;0
22207 - Stora Mossen;nybyggnation;2034;45-64 år;0
22207 - Stora Mossen;nybyggnation;2034;65-79 år;0
22207 - Stora Mossen;nybyggnation;2034;80-w;0
22207 - Stora Mossen;Totalt;2024;0 år;11
22207 - Stora Mossen;Totalt;2024;1-5 år;105
22207 - Stora Mossen;Totalt;2024;6-9 år;84
22207 - Stora Mossen;Totalt;2024;10-12 år;72
22207 - Stora Mossen;Totalt;2024;13-15 år;97
22207 - Stora Mossen;Totalt;2024;16-18 år;87
22207 - Stora Mossen;Totalt;2024;19-24 år;130
22207 - Stora Mossen;Totalt;2024;25-44 år;338
22207 - Stora Mossen;Totalt;2024;45-64 år;529
22207 - Stora Mossen;Totalt;2024;65-79 år;212
22207 - Stora Mossen;Totalt;2024;80-w;72
22207 - Stora Mossen;Totalt;2025;0 år;11,56159156
22207 - Stora Mossen;Totalt;2025;1-5 år;91,79419352
22207 - Stora Mossen;Totalt;2025;6-9 år;90,73800008
22207 - Stora Mossen;Totalt;2025;10-12 år;69,48291572
22207 - Stora Mossen;Totalt;2025;13-15 år;91,41042824
22207 - Stora Mossen;Totalt;2025;16-18 år;87,40772215
22207 - Stora Mossen;Totalt;2025;19-24 år;124,5921264
22207 - Stora Mossen;Totalt;2025;25-44 år;346,7413053
22207 - Stora Mossen;Totalt;2025;45-64 år;525,7836426
22207 - Stora Mossen;Totalt;2025;65-79 år;211,1153473
22207 - Stora Mossen;Totalt;2025;80-w;75,78274156
22207 - Stora Mossen;Totalt;2026;0 år;12,74039103
22207 - Stora Mossen;Totalt;2026;1-5 år;90,97756342
22207 - Stora Mossen;Totalt;2026;6-9 år;83,67595325
22207 - Stora Mossen;Totalt;2026;10-12 år;68,78648606
22207 - Stora Mossen;Totalt;2026;13-15 år;85,9006302
22207 - Stora Mossen;Totalt;2026;16-18 år;87,76005419
22207 - Stora Mossen;Totalt;2026;19-24 år;118,0794015
22207 - Stora Mossen;Totalt;2026;25-44 år;350,3013664
22207 - Stora Mossen;Totalt;2026;45-64 år;529,1808238
22207 - Stora Mossen;Totalt;2026;65-79 år;207,0889588
22207 - Stora Mossen;Totalt;2026;80-w;83,72237735
22207 - Stora Mossen;Totalt;2027;0 år;13,0641159
22207 - Stora Mossen;Totalt;2027;1-5 år;88,11086382
22207 - Stora Mossen;Totalt;2027;6-9 år;86,10644943
22207 - Stora Mossen;Totalt;2027;10-12 år;67,10213192
22207 - Stora Mossen;Totalt;2027;13-15 år;72,75225148
22207 - Stora Mossen;Totalt;2027;16-18 år;93,37022174
22207 - Stora Mossen;Totalt;2027;19-24 år;112,8570874
22207 - Stora Mossen;Totalt;2027;25-44 år;360,3769888
22207 - Stora Mossen;Totalt;2027;45-64 år;521,0962598
22207 - Stora Mossen;Totalt;2027;65-79 år;202,7628718
22207 - Stora Mossen;Totalt;2027;80-w;92,60210527
22207 - Stora Mossen;Totalt;2028;0 år;13,1897911
22207 - Stora Mossen;Totalt;2028;1-5 år;80,84762688
22207 - Stora Mossen;Totalt;2028;6-9 år;92,07438863
22207 - Stora Mossen;Totalt;2028;10-12 år;63,56165971
22207 - Stora Mossen;Totalt;2028;13-15 år;70,32172768
22207 - Stora Mossen;Totalt;2028;16-18 år;87,8995383
22207 - Stora Mossen;Totalt;2028;19-24 år;112,7111345
22207 - Stora Mossen;Totalt;2028;25-44 år;366,9937345
22207 - Stora Mossen;Totalt;2028;45-64 år;503,240794
22207 - Stora Mossen;Totalt;2028;65-79 år;213,8804684
22207 - Stora Mossen;Totalt;2028;80-w;95,65844189
22207 - Stora Mossen;Totalt;2029;0 år;13,41721126
22207 - Stora Mossen;Totalt;2029;1-5 år;79,91554273
22207 - Stora Mossen;Totalt;2029;6-9 år;83,2504968
22207 - Stora Mossen;Totalt;2029;10-12 år;65,76220468
22207 - Stora Mossen;Totalt;2029;13-15 år;69,54882378
22207 - Stora Mossen;Totalt;2029;16-18 år;82,85423256
22207 - Stora Mossen;Totalt;2029;19-24 år;113,1322332
22207 - Stora Mossen;Totalt;2029;25-44 år;366,819357
22207 - Stora Mossen;Totalt;2029;45-64 år;493,116806
22207 - Stora Mossen;Totalt;2029;65-79 år;220,9502414
22207 - Stora Mossen;Totalt;2029;80-w;101,3196923
22207 - Stora Mossen;Totalt;2030;0 år;13,56980192
22207 - Stora Mossen;Totalt;2030;1-5 år;80,33614446
22207 - Stora Mossen;Totalt;2030;6-9 år;81,48134212
22207 - Stora Mossen;Totalt;2030;10-12 år;64,87314336
22207 - Stora Mossen;Totalt;2030;13-15 år;67,85822784
22207 - Stora Mossen;Totalt;2030;16-18 år;72,11468349
22207 - Stora Mossen;Totalt;2030;19-24 år;115,0567302
22207 - Stora Mossen;Totalt;2030;25-44 år;373,9041906
22207 - Stora Mossen;Totalt;2030;45-64 år;483,3798424
22207 - Stora Mossen;Totalt;2030;65-79 år;222,4835738
22207 - Stora Mossen;Totalt;2030;80-w;103,0960738
22207 - Stora Mossen;Totalt;2031;0 år;13,64864212
22207 - Stora Mossen;Totalt;2031;1-5 år;80,06786154
22207 - Stora Mossen;Totalt;2031;6-9 år;77,52505465
22207 - Stora Mossen;Totalt;2031;10-12 år;66,38633618
22207 - Stora Mossen;Totalt;2031;13-15 år;64,7329569
22207 - Stora Mossen;Totalt;2031;16-18 år;69,84109103
22207 - Stora Mossen;Totalt;2031;19-24 år;110,2570957
22207 - Stora Mossen;Totalt;2031;25-44 år;367,6398072
22207 - Stora Mossen;Totalt;2031;45-64 år;480,5050386
22207 - Stora Mossen;Totalt;2031;65-79 år;233,5655484
22207 - Stora Mossen;Totalt;2031;80-w;100,248203
22207 - Stora Mossen;Totalt;2032;0 år;13,64777943
22207 - Stora Mossen;Totalt;2032;1-5 år;79,24864384
22207 - Stora Mossen;Totalt;2032;6-9 år;71,75679769
22207 - Stora Mossen;Totalt;2032;10-12 år;62,8801031
22207 - Stora Mossen;Totalt;2032;13-15 år;65,87645268
22207 - Stora Mossen;Totalt;2032;16-18 år;69,29147234
22207 - Stora Mossen;Totalt;2032;19-24 år;106,994257
22207 - Stora Mossen;Totalt;2032;25-44 år;369,4045307
22207 - Stora Mossen;Totalt;2032;45-64 år;466,4540253
22207 - Stora Mossen;Totalt;2032;65-79 år;243,2755976
22207 - Stora Mossen;Totalt;2032;80-w;101,8691722
22207 - Stora Mossen;Totalt;2033;0 år;13,63637404
22207 - Stora Mossen;Totalt;2033;1-5 år;78,50162813
22207 - Stora Mossen;Totalt;2033;6-9 år;70,04934035
22207 - Stora Mossen;Totalt;2033;10-12 år;62,19774743
22207 - Stora Mossen;Totalt;2033;13-15 år;64,83184711
22207 - Stora Mossen;Totalt;2033;16-18 år;67,54483685
22207 - Stora Mossen;Totalt;2033;19-24 år;101,2978045
22207 - Stora Mossen;Totalt;2033;25-44 år;367,6617547
22207 - Stora Mossen;Totalt;2033;45-64 år;461,2143323
22207 - Stora Mossen;Totalt;2033;65-79 år;244,926795
22207 - Stora Mossen;Totalt;2033;80-w;105,4888955
22207 - Stora Mossen;Totalt;2034;0 år;13,31318996
22207 - Stora Mossen;Totalt;2034;1-5 år;77,88672801
22207 - Stora Mossen;Totalt;2034;6-9 år;69,16034659
22207 - Stora Mossen;Totalt;2034;10-12 år;58,10763441
22207 - Stora Mossen;Totalt;2034;13-15 år;66,01049322
22207 - Stora Mossen;Totalt;2034;16-18 år;64,54280305
22207 - Stora Mossen;Totalt;2034;19-24 år;97,73736129
22207 - Stora Mossen;Totalt;2034;25-44 år;360,2231246
22207 - Stora Mossen;Totalt;2034;45-64 år;463,3939484
22207 - Stora Mossen;Totalt;2034;65-79 år;243,547873
22207 - Stora Mossen;Totalt;2034;80-w;109,8133577
22208 - Traneberg;befintlig bebyggelse;2024;0 år;131
22208 - Traneberg;befintlig bebyggelse;2024;1-5 år;378
22208 - Traneberg;befintlig bebyggelse;2024;6-9 år;202
22208 - Traneberg;befintlig bebyggelse;2024;10-12 år;148
22208 - Traneberg;befintlig bebyggelse;2024;13-15 år;148
22208 - Traneberg;befintlig bebyggelse;2024;16-18 år;166
22208 - Traneberg;befintlig bebyggelse;2024;19-24 år;363
22208 - Traneberg;befintlig bebyggelse;2024;25-44 år;2915
22208 - Traneberg;befintlig bebyggelse;2024;45-64 år;1772
22208 - Traneberg;befintlig bebyggelse;2024;65-79 år;1002
22208 - Traneberg;befintlig bebyggelse;2024;80-w;432
22208 - Traneberg;befintlig bebyggelse;2025;0 år;110,131905
22208 - Traneberg;befintlig bebyggelse;2025;1-5 år;404,9821061
22208 - Traneberg;befintlig bebyggelse;2025;6-9 år;211,1233274
22208 - Traneberg;befintlig bebyggelse;2025;10-12 år;152,6559078
22208 - Traneberg;befintlig bebyggelse;2025;13-15 år;147,0598798
22208 - Traneberg;befintlig bebyggelse;2025;16-18 år;165,446969
22208 - Traneberg;befintlig bebyggelse;2025;19-24 år;366,5019902
22208 - Traneberg;befintlig bebyggelse;2025;25-44 år;2875,504938
22208 - Traneberg;befintlig bebyggelse;2025;45-64 år;1785,537357
22208 - Traneberg;befintlig bebyggelse;2025;65-79 år;1000,720322
22208 - Traneberg;befintlig bebyggelse;2025;80-w;459,8536347
22208 - Traneberg;befintlig bebyggelse;2026;0 år;110,2957906
22208 - Traneberg;befintlig bebyggelse;2026;1-5 år;413,0083141
22208 - Traneberg;befintlig bebyggelse;2026;6-9 år;211,4504661
22208 - Traneberg;befintlig bebyggelse;2026;10-12 år;154,4288946
22208 - Traneberg;befintlig bebyggelse;2026;13-15 år;152,3087241
22208 - Traneberg;befintlig bebyggelse;2026;16-18 år;156,3532883
22208 - Traneberg;befintlig bebyggelse;2026;19-24 år;381,916085
22208 - Traneberg;befintlig bebyggelse;2026;25-44 år;2858,478277
22208 - Traneberg;befintlig bebyggelse;2026;45-64 år;1781,383898
22208 - Traneberg;befintlig bebyggelse;2026;65-79 år;996,3781171
22208 - Traneberg;befintlig bebyggelse;2026;80-w;490,5331919
22208 - Traneberg;befintlig bebyggelse;2027;0 år;108,6245046
22208 - Traneberg;befintlig bebyggelse;2027;1-5 år;394,5756131
22208 - Traneberg;befintlig bebyggelse;2027;6-9 år;235,7684382
22208 - Traneberg;befintlig bebyggelse;2027;10-12 år;152,6952427
22208 - Traneberg;befintlig bebyggelse;2027;13-15 år;149,8966615
22208 - Traneberg;befintlig bebyggelse;2027;16-18 år;156,7066067
22208 - Traneberg;befintlig bebyggelse;2027;19-24 år;390,229346
22208 - Traneberg;befintlig bebyggelse;2027;25-44 år;2831,273903
22208 - Traneberg;befintlig bebyggelse;2027;45-64 år;1784,036047
22208 - Traneberg;befintlig bebyggelse;2027;65-79 år;1000,746399
22208 - Traneberg;befintlig bebyggelse;2027;80-w;525,8427682
22208 - Traneberg;befintlig bebyggelse;2028;0 år;106,5743688
22208 - Traneberg;befintlig bebyggelse;2028;1-5 år;397,5123578
22208 - Traneberg;befintlig bebyggelse;2028;6-9 år;234,8909054
22208 - Traneberg;befintlig bebyggelse;2028;10-12 år;151,9861407
22208 - Traneberg;befintlig bebyggelse;2028;13-15 år;151,5597142
22208 - Traneberg;befintlig bebyggelse;2028;16-18 år;156,5212604
22208 - Traneberg;befintlig bebyggelse;2028;19-24 år;392,8528208
22208 - Traneberg;befintlig bebyggelse;2028;25-44 år;2815,833798
22208 - Traneberg;befintlig bebyggelse;2028;45-64 år;1786,664563
22208 - Traneberg;befintlig bebyggelse;2028;65-79 år;1010,433945
22208 - Traneberg;befintlig bebyggelse;2028;80-w;537,9637986
22208 - Traneberg;befintlig bebyggelse;2029;0 år;106,2923036
22208 - Traneberg;befintlig bebyggelse;2029;1-5 år;387,016063
22208 - Traneberg;befintlig bebyggelse;2029;6-9 år;240,0309467
22208 - Traneberg;befintlig bebyggelse;2029;10-12 år;152,3176181
22208 - Traneberg;befintlig bebyggelse;2029;13-15 år;152,5086223
22208 - Traneberg;befintlig bebyggelse;2029;16-18 år;161,9380355
22208 - Traneberg;befintlig bebyggelse;2029;19-24 år;389,6071266
22208 - Traneberg;befintlig bebyggelse;2029;25-44 år;2797,502349
22208 - Traneberg;befintlig bebyggelse;2029;45-64 år;1769,672154
22208 - Traneberg;befintlig bebyggelse;2029;65-79 år;1044,799162
22208 - Traneberg;befintlig bebyggelse;2029;80-w;549,523025
22208 - Traneberg;befintlig bebyggelse;2030;0 år;105,7736323
22208 - Traneberg;befintlig bebyggelse;2030;1-5 år;374,0096107
22208 - Traneberg;befintlig bebyggelse;2030;6-9 år;246,2288363
22208 - Traneberg;befintlig bebyggelse;2030;10-12 år;152,7888576
22208 - Traneberg;befintlig bebyggelse;2030;13-15 år;151,7084784
22208 - Traneberg;befintlig bebyggelse;2030;16-18 år;158,5526405
22208 - Traneberg;befintlig bebyggelse;2030;19-24 år;394,1280493
22208 - Traneberg;befintlig bebyggelse;2030;25-44 år;2777,943339
22208 - Traneberg;befintlig bebyggelse;2030;45-64 år;1765,114549
22208 - Traneberg;befintlig bebyggelse;2030;65-79 år;1069,038605
22208 - Traneberg;befintlig bebyggelse;2030;80-w;555,2309968
22208 - Traneberg;befintlig bebyggelse;2031;0 år;105,0427358
22208 - Traneberg;befintlig bebyggelse;2031;1-5 år;367,6402862
22208 - Traneberg;befintlig bebyggelse;2031;6-9 år;230,4928728
22208 - Traneberg;befintlig bebyggelse;2031;10-12 år;167,5873754
22208 - Traneberg;befintlig bebyggelse;2031;13-15 år;150,4516949
22208 - Traneberg;befintlig bebyggelse;2031;16-18 år;158,4675297
22208 - Traneberg;befintlig bebyggelse;2031;19-24 år;391,9607885
22208 - Traneberg;befintlig bebyggelse;2031;25-44 år;2744,654583
22208 - Traneberg;befintlig bebyggelse;2031;45-64 år;1770,492104
22208 - Traneberg;befintlig bebyggelse;2031;65-79 år;1088,627871
22208 - Traneberg;befintlig bebyggelse;2031;80-w;564,6280478
22208 - Traneberg;befintlig bebyggelse;2032;0 år;104,5881475
22208 - Traneberg;befintlig bebyggelse;2032;1-5 år;361,3035025
22208 - Traneberg;befintlig bebyggelse;2032;6-9 år;230,7401757
22208 - Traneberg;befintlig bebyggelse;2032;10-12 år;162,7676505
22208 - Traneberg;befintlig bebyggelse;2032;13-15 år;148,7330961
22208 - Traneberg;befintlig bebyggelse;2032;16-18 år;158,3236116
22208 - Traneberg;befintlig bebyggelse;2032;19-24 år;390,7016302
22208 - Traneberg;befintlig bebyggelse;2032;25-44 år;2709,946604
22208 - Traneberg;befintlig bebyggelse;2032;45-64 år;1774,307868
22208 - Traneberg;befintlig bebyggelse;2032;65-79 år;1101,375584
22208 - Traneberg;befintlig bebyggelse;2032;80-w;585,8545308
22208 - Traneberg;befintlig bebyggelse;2033;0 år;104,555002
22208 - Traneberg;befintlig bebyggelse;2033;1-5 år;356,9326124
22208 - Traneberg;befintlig bebyggelse;2033;6-9 år;224,0177734
22208 - Traneberg;befintlig bebyggelse;2033;10-12 år;163,4088816
22208 - Traneberg;befintlig bebyggelse;2033;13-15 år;148,6321003
22208 - Traneberg;befintlig bebyggelse;2033;16-18 år;157,7269557
22208 - Traneberg;befintlig bebyggelse;2033;19-24 år;387,2031835
22208 - Traneberg;befintlig bebyggelse;2033;25-44 år;2666,790172
22208 - Traneberg;befintlig bebyggelse;2033;45-64 år;1795,955128
22208 - Traneberg;befintlig bebyggelse;2033;65-79 år;1124,449364
22208 - Traneberg;befintlig bebyggelse;2033;80-w;588,7578675
22208 - Traneberg;befintlig bebyggelse;2034;0 år;102,6564027
22208 - Traneberg;befintlig bebyggelse;2034;1-5 år;354,4492041
22208 - Traneberg;befintlig bebyggelse;2034;6-9 år;215,8374964
22208 - Traneberg;befintlig bebyggelse;2034;10-12 år;154,656638
22208 - Traneberg;befintlig bebyggelse;2034;13-15 år;159,0929707
22208 - Traneberg;befintlig bebyggelse;2034;16-18 år;156,2112888
22208 - Traneberg;befintlig bebyggelse;2034;19-24 år;382,6587601
22208 - Traneberg;befintlig bebyggelse;2034;25-44 år;2630,757365
22208 - Traneberg;befintlig bebyggelse;2034;45-64 år;1828,087399
22208 - Traneberg;befintlig bebyggelse;2034;65-79 år;1120,856155
22208 - Traneberg;befintlig bebyggelse;2034;80-w;600,7793698
22208 - Traneberg;nybyggnation;2024;0 år;0
22208 - Traneberg;nybyggnation;2024;1-5 år;0
22208 - Traneberg;nybyggnation;2024;6-9 år;0
22208 - Traneberg;nybyggnation;2024;10-12 år;0
22208 - Traneberg;nybyggnation;2024;13-15 år;0
22208 - Traneberg;nybyggnation;2024;16-18 år;0
22208 - Traneberg;nybyggnation;2024;19-24 år;0
22208 - Traneberg;nybyggnation;2024;25-44 år;0
22208 - Traneberg;nybyggnation;2024;45-64 år;0
22208 - Traneberg;nybyggnation;2024;65-79 år;0
22208 - Traneberg;nybyggnation;2024;80-w;0
22208 - Traneberg;nybyggnation;2025;0 år;0
22208 - Traneberg;nybyggnation;2025;1-5 år;0
22208 - Traneberg;nybyggnation;2025;6-9 år;0
22208 - Traneberg;nybyggnation;2025;10-12 år;0
22208 - Traneberg;nybyggnation;2025;13-15 år;0
22208 - Traneberg;nybyggnation;2025;16-18 år;0
22208 - Traneberg;nybyggnation;2025;19-24 år;0
22208 - Traneberg;nybyggnation;2025;25-44 år;0
22208 - Traneberg;nybyggnation;2025;45-64 år;0
22208 - Traneberg;nybyggnation;2025;65-79 år;0
22208 - Traneberg;nybyggnation;2025;80-w;0
22208 - Traneberg;nybyggnation;2026;0 år;0
22208 - Traneberg;nybyggnation;2026;1-5 år;0
22208 - Traneberg;nybyggnation;2026;6-9 år;0
22208 - Traneberg;nybyggnation;2026;10-12 år;0
22208 - Traneberg;nybyggnation;2026;13-15 år;0
22208 - Traneberg;nybyggnation;2026;16-18 år;0
22208 - Traneberg;nybyggnation;2026;19-24 år;0
22208 - Traneberg;nybyggnation;2026;25-44 år;0
22208 - Traneberg;nybyggnation;2026;45-64 år;0
22208 - Traneberg;nybyggnation;2026;65-79 år;0
22208 - Traneberg;nybyggnation;2026;80-w;0
22208 - Traneberg;nybyggnation;2027;0 år;0
22208 - Traneberg;nybyggnation;2027;1-5 år;0
22208 - Traneberg;nybyggnation;2027;6-9 år;0
22208 - Traneberg;nybyggnation;2027;10-12 år;0
22208 - Traneberg;nybyggnation;2027;13-15 år;0
22208 - Traneberg;nybyggnation;2027;16-18 år;0
22208 - Traneberg;nybyggnation;2027;19-24 år;0
22208 - Traneberg;nybyggnation;2027;25-44 år;0
22208 - Traneberg;nybyggnation;2027;45-64 år;0
22208 - Traneberg;nybyggnation;2027;65-79 år;0
22208 - Traneberg;nybyggnation;2027;80-w;0
22208 - Traneberg;nybyggnation;2028;0 år;0
22208 - Traneberg;nybyggnation;2028;1-5 år;0
22208 - Traneberg;nybyggnation;2028;6-9 år;0
22208 - Traneberg;nybyggnation;2028;10-12 år;0
22208 - Traneberg;nybyggnation;2028;13-15 år;0
22208 - Traneberg;nybyggnation;2028;16-18 år;0
22208 - Traneberg;nybyggnation;2028;19-24 år;0
22208 - Traneberg;nybyggnation;2028;25-44 år;0
22208 - Traneberg;nybyggnation;2028;45-64 år;0
22208 - Traneberg;nybyggnation;2028;65-79 år;0
22208 - Traneberg;nybyggnation;2028;80-w;0
22208 - Traneberg;nybyggnation;2029;0 år;0
22208 - Traneberg;nybyggnation;2029;1-5 år;0
