Region;Brott;Period;År;Antal;/100 000 inv
Värnamo kommun;5 kap. Ärekränkningsbrott;År;2020;30;87
Värnamo kommun;5 kap. Ärekränkningsbrott;År;2021;11;32
Värnamo kommun;5 kap. Ärekränkningsbrott;År;2022;23;66
Värnamo kommun;3-7 kap. Brott mot person;År;2020;..;..
Värnamo kommun;3-7 kap. Brott mot person;År;2021;..;..
Värnamo kommun;3-7 kap. Brott mot person;År;2022;..;..
Värnamo kommun;6 kap. Sexualbrott;År;2020;52;151
Värnamo kommun;6 kap. Sexualbrott;År;2021;140;405
Värnamo kommun;6 kap. Sexualbrott;År;2022;34;98
Värnamo kommun;3-7 kap. Brott mot person;År;2020;..;..
Värnamo kommun;3-7 kap. Brott mot person;År;2021;..;..
Värnamo kommun;3-7 kap. Brott mot person;År;2022;..;..
Värnamo kommun;7 kap. Brott mot familj;År;2020;3;9
Värnamo kommun;7 kap. Brott mot familj;År;2021;5;14
Värnamo kommun;7 kap. Brott mot familj;År;2022;3;9
Västervik kommun;3-7 kap. Brott mot person;År;2020;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2021;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2022;..;..
Västervik kommun;3 kap. Brott mot liv och hälsa;År;2020;306;835
Västervik kommun;3 kap. Brott mot liv och hälsa;År;2021;221;603
Västervik kommun;3 kap. Brott mot liv och hälsa;År;2022;278;758
Västervik kommun;3-7 kap. Brott mot person;År;2020;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2021;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2022;..;..
Västervik kommun;4 kap. Brott mot frihet och frid;År;2020;405;1106
Västervik kommun;4 kap. Brott mot frihet och frid;År;2021;404;1102
Västervik kommun;4 kap. Brott mot frihet och frid;År;2022;557;1518
Västervik kommun;3-7 kap. Brott mot person;År;2020;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2021;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2022;..;..
Västervik kommun;5 kap. Ärekränkningsbrott;År;2020;40;109
Västervik kommun;5 kap. Ärekränkningsbrott;År;2021;32;87
Västervik kommun;5 kap. Ärekränkningsbrott;År;2022;30;82
Västervik kommun;3-7 kap. Brott mot person;År;2020;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2021;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2022;..;..
Västervik kommun;6 kap. Sexualbrott;År;2020;69;188
Västervik kommun;6 kap. Sexualbrott;År;2021;60;164
Västervik kommun;6 kap. Sexualbrott;År;2022;81;221
Västervik kommun;3-7 kap. Brott mot person;År;2020;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2021;..;..
Västervik kommun;3-7 kap. Brott mot person;År;2022;..;..
Västervik kommun;7 kap. Brott mot familj;År;2020;4;11
Västervik kommun;7 kap. Brott mot familj;År;2021;2;5
Västervik kommun;7 kap. Brott mot familj;År;2022;5;14
Västerås kommun;3-7 kap. Brott mot person;År;2020;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2021;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2022;..;..
Västerås kommun;3 kap. Brott mot liv och hälsa;År;2020;1177;757
Västerås kommun;3 kap. Brott mot liv och hälsa;År;2021;1134;726
Västerås kommun;3 kap. Brott mot liv och hälsa;År;2022;1166;739
Västerås kommun;3-7 kap. Brott mot person;År;2020;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2021;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2022;..;..
Västerås kommun;4 kap. Brott mot frihet och frid;År;2020;2015;1295
Västerås kommun;4 kap. Brott mot frihet och frid;År;2021;2040;1306
Västerås kommun;4 kap. Brott mot frihet och frid;År;2022;1728;1095
Västerås kommun;3-7 kap. Brott mot person;År;2020;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2021;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2022;..;..
Västerås kommun;5 kap. Ärekränkningsbrott;År;2020;120;77
Västerås kommun;5 kap. Ärekränkningsbrott;År;2021;133;85
Västerås kommun;5 kap. Ärekränkningsbrott;År;2022;81;51
Västerås kommun;3-7 kap. Brott mot person;År;2020;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2021;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2022;..;..
Västerås kommun;6 kap. Sexualbrott;År;2020;363;233
Västerås kommun;6 kap. Sexualbrott;År;2021;328;210
Västerås kommun;6 kap. Sexualbrott;År;2022;249;158
Västerås kommun;3-7 kap. Brott mot person;År;2020;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2021;..;..
Västerås kommun;3-7 kap. Brott mot person;År;2022;..;..
Västerås kommun;7 kap. Brott mot familj;År;2020;13;8
Västerås kommun;7 kap. Brott mot familj;År;2021;12;8
Västerås kommun;7 kap. Brott mot familj;År;2022;13;8
Växjö kommun;3-7 kap. Brott mot person;År;2020;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2021;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2022;..;..
Växjö kommun;3 kap. Brott mot liv och hälsa;År;2020;681;718
Växjö kommun;3 kap. Brott mot liv och hälsa;År;2021;678;711
Växjö kommun;3 kap. Brott mot liv och hälsa;År;2022;672;696
Växjö kommun;3-7 kap. Brott mot person;År;2020;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2021;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2022;..;..
Växjö kommun;4 kap. Brott mot frihet och frid;År;2020;1004;1059
Växjö kommun;4 kap. Brott mot frihet och frid;År;2021;1091;1144
Växjö kommun;4 kap. Brott mot frihet och frid;År;2022;1133;1173
Växjö kommun;3-7 kap. Brott mot person;År;2020;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2021;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2022;..;..
Växjö kommun;5 kap. Ärekränkningsbrott;År;2020;95;100
Växjö kommun;5 kap. Ärekränkningsbrott;År;2021;83;87
Växjö kommun;5 kap. Ärekränkningsbrott;År;2022;71;74
Växjö kommun;3-7 kap. Brott mot person;År;2020;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2021;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2022;..;..
Växjö kommun;6 kap. Sexualbrott;År;2020;170;179
Växjö kommun;6 kap. Sexualbrott;År;2021;188;197
Växjö kommun;6 kap. Sexualbrott;År;2022;174;180
Växjö kommun;3-7 kap. Brott mot person;År;2020;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2021;..;..
Växjö kommun;3-7 kap. Brott mot person;År;2022;..;..
Växjö kommun;7 kap. Brott mot familj;År;2020;3;3
Växjö kommun;7 kap. Brott mot familj;År;2021;8;8
Växjö kommun;7 kap. Brott mot familj;År;2022;8;8
Ydre kommun;3-7 kap. Brott mot person;År;2020;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2021;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2022;..;..
Ydre kommun;3 kap. Brott mot liv och hälsa;År;2020;13;349
Ydre kommun;3 kap. Brott mot liv och hälsa;År;2021;30;808
Ydre kommun;3 kap. Brott mot liv och hälsa;År;2022;9;244
Ydre kommun;3-7 kap. Brott mot person;År;2020;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2021;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2022;..;..
Ydre kommun;4 kap. Brott mot frihet och frid;År;2020;41;1099
Ydre kommun;4 kap. Brott mot frihet och frid;År;2021;39;1050
Ydre kommun;4 kap. Brott mot frihet och frid;År;2022;23;623
Ydre kommun;3-7 kap. Brott mot person;År;2020;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2021;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2022;..;..
Ydre kommun;5 kap. Ärekränkningsbrott;År;2020;1;27
Ydre kommun;5 kap. Ärekränkningsbrott;År;2021;0;0
Ydre kommun;5 kap. Ärekränkningsbrott;År;2022;1;27
Ydre kommun;3-7 kap. Brott mot person;År;2020;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2021;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2022;..;..
Ydre kommun;6 kap. Sexualbrott;År;2020;4;107
Ydre kommun;6 kap. Sexualbrott;År;2021;8;215
Ydre kommun;6 kap. Sexualbrott;År;2022;3;81
Ydre kommun;3-7 kap. Brott mot person;År;2020;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2021;..;..
Ydre kommun;3-7 kap. Brott mot person;År;2022;..;..
Ydre kommun;7 kap. Brott mot familj;År;2020;0;0
Ydre kommun;7 kap. Brott mot familj;År;2021;0;0
Ydre kommun;7 kap. Brott mot familj;År;2022;0;0
Ystad kommun;3-7 kap. Brott mot person;År;2020;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2021;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2022;..;..
Ystad kommun;3 kap. Brott mot liv och hälsa;År;2020;235;759
Ystad kommun;3 kap. Brott mot liv och hälsa;År;2021;256;820
Ystad kommun;3 kap. Brott mot liv och hälsa;År;2022;245;774
Ystad kommun;3-7 kap. Brott mot person;År;2020;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2021;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2022;..;..
Ystad kommun;4 kap. Brott mot frihet och frid;År;2020;298;963
Ystad kommun;4 kap. Brott mot frihet och frid;År;2021;293;938
Ystad kommun;4 kap. Brott mot frihet och frid;År;2022;337;1065
Ystad kommun;3-7 kap. Brott mot person;År;2020;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2021;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2022;..;..
Ystad kommun;5 kap. Ärekränkningsbrott;År;2020;26;84
Ystad kommun;5 kap. Ärekränkningsbrott;År;2021;21;67
Ystad kommun;5 kap. Ärekränkningsbrott;År;2022;27;85
Ystad kommun;3-7 kap. Brott mot person;År;2020;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2021;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2022;..;..
Ystad kommun;6 kap. Sexualbrott;År;2020;44;142
Ystad kommun;6 kap. Sexualbrott;År;2021;41;131
Ystad kommun;6 kap. Sexualbrott;År;2022;58;183
Ystad kommun;3-7 kap. Brott mot person;År;2020;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2021;..;..
Ystad kommun;3-7 kap. Brott mot person;År;2022;..;..
Ystad kommun;7 kap. Brott mot familj;År;2020;4;13
Ystad kommun;7 kap. Brott mot familj;År;2021;4;13
Ystad kommun;7 kap. Brott mot familj;År;2022;1;3
Åmål kommun;3-7 kap. Brott mot person;År;2020;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2021;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2022;..;..
Åmål kommun;3 kap. Brott mot liv och hälsa;År;2020;98;788
Åmål kommun;3 kap. Brott mot liv och hälsa;År;2021;65;525
Åmål kommun;3 kap. Brott mot liv och hälsa;År;2022;88;717
Åmål kommun;3-7 kap. Brott mot person;År;2020;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2021;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2022;..;..
Åmål kommun;4 kap. Brott mot frihet och frid;År;2020;138;1109
Åmål kommun;4 kap. Brott mot frihet och frid;År;2021;140;1131
Åmål kommun;4 kap. Brott mot frihet och frid;År;2022;174;1418
Åmål kommun;3-7 kap. Brott mot person;År;2020;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2021;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2022;..;..
Åmål kommun;5 kap. Ärekränkningsbrott;År;2020;9;72
Åmål kommun;5 kap. Ärekränkningsbrott;År;2021;6;48
Åmål kommun;5 kap. Ärekränkningsbrott;År;2022;9;73
Åmål kommun;3-7 kap. Brott mot person;År;2020;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2021;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2022;..;..
Åmål kommun;6 kap. Sexualbrott;År;2020;49;394
Åmål kommun;6 kap. Sexualbrott;År;2021;32;259
Åmål kommun;6 kap. Sexualbrott;År;2022;14;114
Åmål kommun;3-7 kap. Brott mot person;År;2020;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2021;..;..
Åmål kommun;3-7 kap. Brott mot person;År;2022;..;..
Åmål kommun;7 kap. Brott mot familj;År;2020;2;16
Åmål kommun;7 kap. Brott mot familj;År;2021;7;57
Åmål kommun;7 kap. Brott mot familj;År;2022;0;0
Ånge kommun;3-7 kap. Brott mot person;År;2020;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2021;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2022;..;..
Ånge kommun;3 kap. Brott mot liv och hälsa;År;2020;81;876
Ånge kommun;3 kap. Brott mot liv och hälsa;År;2021;62;670
Ånge kommun;3 kap. Brott mot liv och hälsa;År;2022;53;577
Ånge kommun;3-7 kap. Brott mot person;År;2020;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2021;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2022;..;..
Ånge kommun;4 kap. Brott mot frihet och frid;År;2020;128;1384
Ånge kommun;4 kap. Brott mot frihet och frid;År;2021;108;1168
Ånge kommun;4 kap. Brott mot frihet och frid;År;2022;95;1034
Ånge kommun;3-7 kap. Brott mot person;År;2020;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2021;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2022;..;..
Ånge kommun;5 kap. Ärekränkningsbrott;År;2020;7;76
Ånge kommun;5 kap. Ärekränkningsbrott;År;2021;9;97
Ånge kommun;5 kap. Ärekränkningsbrott;År;2022;4;44
Ånge kommun;3-7 kap. Brott mot person;År;2020;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2021;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2022;..;..
Ånge kommun;6 kap. Sexualbrott;År;2020;13;141
Ånge kommun;6 kap. Sexualbrott;År;2021;17;184
Ånge kommun;6 kap. Sexualbrott;År;2022;19;207
Ånge kommun;3-7 kap. Brott mot person;År;2020;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2021;..;..
Ånge kommun;3-7 kap. Brott mot person;År;2022;..;..
Ånge kommun;7 kap. Brott mot familj;År;2020;1;11
Ånge kommun;7 kap. Brott mot familj;År;2021;1;11
Ånge kommun;7 kap. Brott mot familj;År;2022;1;11
Åre kommun;3-7 kap. Brott mot person;År;2020;..;..
Åre kommun;3-7 kap. Brott mot person;År;2021;..;..
Åre kommun;3-7 kap. Brott mot person;År;2022;..;..
Åre kommun;3 kap. Brott mot liv och hälsa;År;2020;79;658
Åre kommun;3 kap. Brott mot liv och hälsa;År;2021;61;503
Åre kommun;3 kap. Brott mot liv och hälsa;År;2022;108;878
Åre kommun;3-7 kap. Brott mot person;År;2020;..;..
Åre kommun;3-7 kap. Brott mot person;År;2021;..;..
Åre kommun;3-7 kap. Brott mot person;År;2022;..;..
Åre kommun;4 kap. Brott mot frihet och frid;År;2020;127;1057
Åre kommun;4 kap. Brott mot frihet och frid;År;2021;109;899
Åre kommun;4 kap. Brott mot frihet och frid;År;2022;110;894
Åre kommun;3-7 kap. Brott mot person;År;2020;..;..
Åre kommun;3-7 kap. Brott mot person;År;2021;..;..
Åre kommun;3-7 kap. Brott mot person;År;2022;..;..
Åre kommun;5 kap. Ärekränkningsbrott;År;2020;8;67
Åre kommun;5 kap. Ärekränkningsbrott;År;2021;7;58
Åre kommun;5 kap. Ärekränkningsbrott;År;2022;3;24
Åre kommun;3-7 kap. Brott mot person;År;2020;..;..
Åre kommun;3-7 kap. Brott mot person;År;2021;..;..
Åre kommun;3-7 kap. Brott mot person;År;2022;..;..
Åre kommun;6 kap. Sexualbrott;År;2020;23;191
Åre kommun;6 kap. Sexualbrott;År;2021;27;223
Åre kommun;6 kap. Sexualbrott;År;2022;28;228
Åre kommun;3-7 kap. Brott mot person;År;2020;..;..
Åre kommun;3-7 kap. Brott mot person;År;2021;..;..
Åre kommun;3-7 kap. Brott mot person;År;2022;..;..
Åre kommun;7 kap. Brott mot familj;År;2020;1;8
Åre kommun;7 kap. Brott mot familj;År;2021;4;33
Åre kommun;7 kap. Brott mot familj;År;2022;1;8
Årjäng kommun;3-7 kap. Brott mot person;År;2020;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2021;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2022;..;..
Årjäng kommun;3 kap. Brott mot liv och hälsa;År;2020;49;490
Årjäng kommun;3 kap. Brott mot liv och hälsa;År;2021;42;421
Årjäng kommun;3 kap. Brott mot liv och hälsa;År;2022;39;393
Årjäng kommun;3-7 kap. Brott mot person;År;2020;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2021;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2022;..;..
Årjäng kommun;4 kap. Brott mot frihet och frid;År;2020;52;520
Årjäng kommun;4 kap. Brott mot frihet och frid;År;2021;43;431
Årjäng kommun;4 kap. Brott mot frihet och frid;År;2022;71;715
Årjäng kommun;3-7 kap. Brott mot person;År;2020;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2021;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2022;..;..
Årjäng kommun;5 kap. Ärekränkningsbrott;År;2020;6;60
Årjäng kommun;5 kap. Ärekränkningsbrott;År;2021;4;40
Årjäng kommun;5 kap. Ärekränkningsbrott;År;2022;7;71
Årjäng kommun;3-7 kap. Brott mot person;År;2020;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2021;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2022;..;..
Årjäng kommun;6 kap. Sexualbrott;År;2020;2;20
Årjäng kommun;6 kap. Sexualbrott;År;2021;3;30
Årjäng kommun;6 kap. Sexualbrott;År;2022;13;131
Årjäng kommun;3-7 kap. Brott mot person;År;2020;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2021;..;..
Årjäng kommun;3-7 kap. Brott mot person;År;2022;..;..
Årjäng kommun;7 kap. Brott mot familj;År;2020;2;20
Årjäng kommun;7 kap. Brott mot familj;År;2021;2;20
Årjäng kommun;7 kap. Brott mot familj;År;2022;0;0
Åsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Åsele kommun;3 kap. Brott mot liv och hälsa;År;2020;19;678
Åsele kommun;3 kap. Brott mot liv och hälsa;År;2021;15;535
Åsele kommun;3 kap. Brott mot liv och hälsa;År;2022;32;1145
Åsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Åsele kommun;4 kap. Brott mot frihet och frid;År;2020;34;1214
Åsele kommun;4 kap. Brott mot frihet och frid;År;2021;51;1820
Åsele kommun;4 kap. Brott mot frihet och frid;År;2022;41;1467
Åsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Åsele kommun;5 kap. Ärekränkningsbrott;År;2020;3;107
Åsele kommun;5 kap. Ärekränkningsbrott;År;2021;9;321
Åsele kommun;5 kap. Ärekränkningsbrott;År;2022;8;286
Åsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Åsele kommun;6 kap. Sexualbrott;År;2020;1;36
Åsele kommun;6 kap. Sexualbrott;År;2021;27;964
Åsele kommun;6 kap. Sexualbrott;År;2022;8;286
Åsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Åsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Åsele kommun;7 kap. Brott mot familj;År;2020;0;0
Åsele kommun;7 kap. Brott mot familj;År;2021;0;0
Åsele kommun;7 kap. Brott mot familj;År;2022;1;36
Åstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Åstorp kommun;3 kap. Brott mot liv och hälsa;År;2020;174;1084
Åstorp kommun;3 kap. Brott mot liv och hälsa;År;2021;175;1082
Åstorp kommun;3 kap. Brott mot liv och hälsa;År;2022;164;1005
Åstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Åstorp kommun;4 kap. Brott mot frihet och frid;År;2020;221;1377
Åstorp kommun;4 kap. Brott mot frihet och frid;År;2021;240;1484
Åstorp kommun;4 kap. Brott mot frihet och frid;År;2022;294;1801
Åstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Åstorp kommun;5 kap. Ärekränkningsbrott;År;2020;13;81
Åstorp kommun;5 kap. Ärekränkningsbrott;År;2021;18;111
Åstorp kommun;5 kap. Ärekränkningsbrott;År;2022;11;67
Åstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Åstorp kommun;6 kap. Sexualbrott;År;2020;25;156
Åstorp kommun;6 kap. Sexualbrott;År;2021;29;179
Åstorp kommun;6 kap. Sexualbrott;År;2022;30;184
Åstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Åstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Åstorp kommun;7 kap. Brott mot familj;År;2020;1;6
Åstorp kommun;7 kap. Brott mot familj;År;2021;0;0
Åstorp kommun;7 kap. Brott mot familj;År;2022;2;12
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Åtvidaberg kommun;3 kap. Brott mot liv och hälsa;År;2020;76;665
Åtvidaberg kommun;3 kap. Brott mot liv och hälsa;År;2021;71;621
Åtvidaberg kommun;3 kap. Brott mot liv och hälsa;År;2022;75;653
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Åtvidaberg kommun;4 kap. Brott mot frihet och frid;År;2020;95;832
Åtvidaberg kommun;4 kap. Brott mot frihet och frid;År;2021;116;1014
Åtvidaberg kommun;4 kap. Brott mot frihet och frid;År;2022;140;1219
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Åtvidaberg kommun;5 kap. Ärekränkningsbrott;År;2020;5;44
Åtvidaberg kommun;5 kap. Ärekränkningsbrott;År;2021;6;52
Åtvidaberg kommun;5 kap. Ärekränkningsbrott;År;2022;8;70
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Åtvidaberg kommun;6 kap. Sexualbrott;År;2020;27;236
Åtvidaberg kommun;6 kap. Sexualbrott;År;2021;26;227
Åtvidaberg kommun;6 kap. Sexualbrott;År;2022;23;200
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Åtvidaberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Åtvidaberg kommun;7 kap. Brott mot familj;År;2020;0;0
Åtvidaberg kommun;7 kap. Brott mot familj;År;2021;0;0
Åtvidaberg kommun;7 kap. Brott mot familj;År;2022;0;0
Älmhult kommun;3-7 kap. Brott mot person;År;2020;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2021;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2022;..;..
Älmhult kommun;3 kap. Brott mot liv och hälsa;År;2020;110;615
Älmhult kommun;3 kap. Brott mot liv och hälsa;År;2021;128;714
Älmhult kommun;3 kap. Brott mot liv och hälsa;År;2022;158;876
Älmhult kommun;3-7 kap. Brott mot person;År;2020;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2021;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2022;..;..
Älmhult kommun;4 kap. Brott mot frihet och frid;År;2020;146;816
Älmhult kommun;4 kap. Brott mot frihet och frid;År;2021;184;1026
Älmhult kommun;4 kap. Brott mot frihet och frid;År;2022;169;937
Älmhult kommun;3-7 kap. Brott mot person;År;2020;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2021;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2022;..;..
Älmhult kommun;5 kap. Ärekränkningsbrott;År;2020;14;78
Älmhult kommun;5 kap. Ärekränkningsbrott;År;2021;12;67
Älmhult kommun;5 kap. Ärekränkningsbrott;År;2022;22;122
Älmhult kommun;3-7 kap. Brott mot person;År;2020;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2021;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2022;..;..
Älmhult kommun;6 kap. Sexualbrott;År;2020;31;173
Älmhult kommun;6 kap. Sexualbrott;År;2021;23;128
Älmhult kommun;6 kap. Sexualbrott;År;2022;37;205
Älmhult kommun;3-7 kap. Brott mot person;År;2020;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2021;..;..
Älmhult kommun;3-7 kap. Brott mot person;År;2022;..;..
Älmhult kommun;7 kap. Brott mot familj;År;2020;2;11
Älmhult kommun;7 kap. Brott mot familj;År;2021;0;0
Älmhult kommun;7 kap. Brott mot familj;År;2022;2;11
Älvdalen kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvdalen kommun;3 kap. Brott mot liv och hälsa;År;2020;43;611
Älvdalen kommun;3 kap. Brott mot liv och hälsa;År;2021;55;781
Älvdalen kommun;3 kap. Brott mot liv och hälsa;År;2022;62;882
Älvdalen kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvdalen kommun;4 kap. Brott mot frihet och frid;År;2020;51;725
Älvdalen kommun;4 kap. Brott mot frihet och frid;År;2021;42;597
Älvdalen kommun;4 kap. Brott mot frihet och frid;År;2022;72;1024
Älvdalen kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvdalen kommun;5 kap. Ärekränkningsbrott;År;2020;7;100
Älvdalen kommun;5 kap. Ärekränkningsbrott;År;2021;3;43
Älvdalen kommun;5 kap. Ärekränkningsbrott;År;2022;9;128
Älvdalen kommun;3-7 kap. Brott mot person;År;2020;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2021;..;..
Älvdalen kommun;3-7 kap. Brott mot person;År;2022;..;..
Älvdalen kommun;6 kap. Sexualbrott;År;2020;28;398
Älvdalen kommun;6 kap. Sexualbrott;År;2021;25;355
Älvdalen kommun;6 kap. Sexualbrott;År;2022;16;228
Älvdalen kommun;3-7 kap. Brott mot person;År;2020;..;..
