"Folkmängden per region efter region, ålder, kön och år"

"region","ålder","kön","2022"
"Norrtälje (Norrtälje östra landsbygd)","totalt","totalt",5226
"Norrtälje (Riala-Länna-Rö-Rimbo)","totalt","totalt",7089
"Norrtälje (Rimbo tätort)","totalt","totalt",5518
"Norrtälje (Roslagsbro-Väddö)","totalt","totalt",3457
"Norrtälje (Rådmansö)","totalt","totalt",2252
"Norrtälje (Solbacka-Fågelsången)","totalt","totalt",2374
"Norrtälje (Vigelsjö)","totalt","totalt",1728
"Norrtälje (Vätö-Väddö-Björkö-Arholma)","totalt","totalt",3004
"Norrtälje (Yxlan-Blidö)","totalt","totalt",1147
"Norrtälje (Älmsta)","totalt","totalt",1659
"Norrtälje (Övre Bryggårdsgärdet-Färsna)","totalt","totalt",2243
"Sigtuna (Arenberga-Västra Norrbacka)","totalt","totalt",1917
"Sigtuna (Björkbacka-Tilsjö)","totalt","totalt",1720
"Sigtuna (Broby)","totalt","totalt",1835
"Sigtuna (Centrala Märsta)","totalt","totalt",2407
"Sigtuna (Centrala Valsta)","totalt","totalt",2240
"Sigtuna (Ekilla)","totalt","totalt",2300
"Sigtuna (Malmen-Pilsbo)","totalt","totalt",2223
"Sigtuna (Märsta Östra omland)","totalt","totalt",1294
"Sigtuna (Märstadal)","totalt","totalt",2717
"Sigtuna (Odensala-Arlanda omland)","totalt","totalt",1635
"Sigtuna (Rosersberg)","totalt","totalt",1937
"Sigtuna (Sigtuna centrala)","totalt","totalt",2372
"Sigtuna (Sigtuna norra)","totalt","totalt",1921
"Sigtuna (Sjudargården-Prästängarna)","totalt","totalt",2887
"Sigtuna (Skånela-Steningevik omland)","totalt","totalt",1716
"Sigtuna (Steningehöjden-Ölsta by)","totalt","totalt",3650
"Sigtuna (Sätuna)","totalt","totalt",1750
"Sigtuna (Södra Valsta)","totalt","totalt",2691
"Sigtuna (Til-Munkholmen)","totalt","totalt",1258
"Sigtuna (Tingvalla)","totalt","totalt",2463
"Sigtuna (Västra Valsta)","totalt","totalt",2158
"Sigtuna (Östra Norrbacka)","totalt","totalt",2151
"Sigtuna (Östra Steninge)","totalt","totalt",2438
"Sigtuna (Östra Valsta)","totalt","totalt",2196
"Nynäshamn (Nynäshamns nordöstra kommundel)","totalt","totalt",3952
"Nynäshamn (Nynäshamns stad-norra)","totalt","totalt",3161
"Nynäshamn (Nynäshamns stad-södra)","totalt","totalt",4179
"Nynäshamn (Nynäshamns stad-västra)","totalt","totalt",3636
"Nynäshamn (Nynäshamns stad-östra)","totalt","totalt",5301
"Nynäshamn (Nynäshamns södra kommundel)","totalt","totalt",1715
"Nynäshamn (Nynäshamns västra kommundel)","totalt","totalt",3771
"Nynäshamn (Ösmo centrala)","totalt","totalt",4328
"Håbo (Centrala Bålsta-Mansängen)","totalt","totalt",1906
"Håbo (Dyarne-Fånäs-Kalmarsand)","totalt","totalt",1531
"Håbo (Håbo landsbygd )","totalt","totalt",2825
"Håbo (Norra Ullevi-Södra Ullevi-Åsen)","totalt","totalt",1633
"Håbo (Skörby-Gillmarken-Åkerby)","totalt","totalt",2417
"Håbo (Slottsskogen-Söderskogen)","totalt","totalt",2205
"Håbo (Södra Bålsta-Kalmar landsbygd)","totalt","totalt",3129
"Håbo (Västerdalen-Eneby-Väppebyberget)","totalt","totalt",2993
"Håbo (Västerhagen-Västerängen)","totalt","totalt",2661
"Håbo (Västerskog-Graneberg)","totalt","totalt",1465
"Älvkarleby (Skutskär centrala-Skutskär nordvästra)","totalt","totalt",2533
"Älvkarleby (Skutskär nordöstra)","totalt","totalt",2069
"Älvkarleby (Skutskär södra)","totalt","totalt",1792
"Älvkarleby (Älvkarleby)","totalt","totalt",1619
"Älvkarleby (Älvkarlebys omland)","totalt","totalt",1612
"Knivsta (Alsike norra)","totalt","totalt",2271
"Knivsta (Alsike östra)","totalt","totalt",2998
"Knivsta (Knivsta centrala)","totalt","totalt",3360
"Knivsta (Knivsta södra)","totalt","totalt",2090
"Knivsta (Knivsta västra)","totalt","totalt",2201
"Knivsta (Knivsta östra)","totalt","totalt",1825
"Knivsta (Lagga-Långhundra)","totalt","totalt",3611
"Knivsta (Vassunda)","totalt","totalt",1777
"Heby (Heby omland)","totalt","totalt",1817
"Heby (Heby västra)","totalt","totalt",1727
"Heby (Heby östra)","totalt","totalt",1268
"Heby (Morgongåva tätort)","totalt","totalt",1586
"Heby (Nora-Harbo omland)","totalt","totalt",2583
"Heby (Tärnsjö tätort)","totalt","totalt",1297
"Heby (Vittinge omland)","totalt","totalt",1152
"Heby (Östervåla omland)","totalt","totalt",989
"Heby (Östervåla tätort)","totalt","totalt",2002
"Tierp (Karlholm)","totalt","totalt",1337
"Tierp (Mehedeby-Tobo)","totalt","totalt",3278
"Tierp (Månkarbo-Vendel)","totalt","totalt",2328
"Tierp (Skärplinge-Hållnäs)","totalt","totalt",2755
"Tierp (Söderfors)","totalt","totalt",1642
"Tierp (Tierp Centrum-Tierp Norra)","totalt","totalt",3499
"Tierp (Tierp Södra)","totalt","totalt",2957
"Tierp (Västland)","totalt","totalt",1124
"Tierp (Örbyhus)","totalt","totalt",2486
"Uppsala (Bergsbrunna)","totalt","totalt",1400
"Uppsala (Björklinge)","totalt","totalt",3505
"Uppsala (Bäcklösa-Ultuna-Södra Ulleråker)","totalt","totalt",3575
"Uppsala (Bälinge-Lövstalöt)","totalt","totalt",4050
"Uppsala (Främre Luthagen-Fjärdingen-Glunten)","totalt","totalt",6184
"Uppsala (Gamla Gottsunda-Vårdsätra-Vreta)","totalt","totalt",3161
"Uppsala (Gamla Uppsala)","totalt","totalt",2532
"Uppsala (Gunsta-Marielund-Länna)","totalt","totalt",3154
"Uppsala (Kungsängen)","totalt","totalt",8345
"Uppsala (Kvarngärdet)","totalt","totalt",4078
"Uppsala (Kåbo-Norra Rosendal)","totalt","totalt",5283
"Uppsala (Lindbacken-Jälla)","totalt","totalt",2936
"Uppsala (Löten)","totalt","totalt",4935
"Uppsala (Mellersta Luthagen-Rickomberga)","totalt","totalt",4632
"Uppsala (Mellersta Sala backe)","totalt","totalt",4774
"Uppsala (Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda)","totalt","totalt",4019
"Uppsala (Norby-Norra Valsätra)","totalt","totalt",5314
"Uppsala (Nordvästra Luthagen-Hällby)","totalt","totalt",3759
"Uppsala (Norra Luthagen-Börjetull-Husbyborg)","totalt","totalt",3318
"Uppsala (Norra Sala backe)","totalt","totalt",2678
"Uppsala (Norra Sävja)","totalt","totalt",2458
"Uppsala (Norra Ulleråker-Polacksbacken)","totalt","totalt",1081
"Uppsala (Nyby)","totalt","totalt",4648
"Uppsala (Nåntuna-Vilan)","totalt","totalt",3364
"Uppsala (Slavsta-Fyrislund-Danmarksby)","totalt","totalt",2362
"Uppsala (Sommarro-Kungsgärdet)","totalt","totalt",2379
"Uppsala (Studentstaden)","totalt","totalt",4415
"Uppsala (Sunnersta)","totalt","totalt",6281
"Uppsala (Sydöstra Luthagen)","totalt","totalt",3855
"Uppsala (Södra Rosendal-Malma gård)","totalt","totalt",2939
"Uppsala (Södra Sala backe)","totalt","totalt",4694
"Uppsala (Södra Sävja)","totalt","totalt",2698
"Uppsala (Södra Valsätra-Norra Gottsunda)","totalt","totalt",5139
"Uppsala (Uppsala centrum)","totalt","totalt",5414
"Uppsala (Uppsala inre norra omland)","totalt","totalt",3364
"Uppsala (Uppsala inre östra omland)","totalt","totalt",4610
"Uppsala (Uppsala nordvästra omland)","totalt","totalt",6653
"Uppsala (Uppsala nordöstra centrum-Höganäs)","totalt","totalt",3998
"Uppsala (Uppsala sydöstra Centrum-Västra Fålhagen)","totalt","totalt",4435
"Uppsala (Uppsala västra omland)","totalt","totalt",6794
"Uppsala (Uppsala yttre norra omland)","totalt","totalt",5567
"Uppsala (Uppsala yttre östra omland)","totalt","totalt",5112
"Uppsala (Vattholma)","totalt","totalt",1444
"Uppsala (Vänge)","totalt","totalt",1329
"Uppsala (Västra Eriksberg-Håga)","totalt","totalt",2892
"Uppsala (Västra Flogsta)","totalt","totalt",3855
"Uppsala (Västra Gottsunda)","totalt","totalt",2860
"Uppsala (Västra Gränby)","totalt","totalt",5010
"Uppsala (Västra Kapellgärdet)","totalt","totalt",3826
"Uppsala (Västra Stenhagen)","totalt","totalt",3131
"Uppsala (Västra Storvreta)","totalt","totalt",3493
"Uppsala (Västra Svartbäcken-Tuna backar)","totalt","totalt",5633
"Uppsala (Årsta)","totalt","totalt",6340
"Uppsala (Östra Eriksberg)","totalt","totalt",3029
"Uppsala (Östra Flogsta-Ekeby-Berthåga)","totalt","totalt",4654
"Uppsala (Östra Fålhagen-Boländerna)","totalt","totalt",3818
"Uppsala (Östra Gränby-Brillinge)","totalt","totalt",3635
"Uppsala (Östra Kapellgärdet)","totalt","totalt",4670
"Uppsala (Östra Stenhagen-Kvarnbo)","totalt","totalt",2545
"Uppsala (Östra Storvreta)","totalt","totalt",2891
"Uppsala (Östra Svartbäcken-Bärby hage)","totalt","totalt",3193
"Enköping (Bergvreten-Gånsta-Åkersberg)","totalt","totalt",4620
"Enköping (Bredsand-Haga)","totalt","totalt",2187
"Enköping (Enköping centrum-Sankt Ilian)","totalt","totalt",6001
"Enköping (Fanna-Korsängen-Älvdansen)","totalt","totalt",5148
"Enköping (Fjärdhundra)","totalt","totalt",3665
"Enköping (Galgvreten-Västerleden)","totalt","totalt",5966
"Enköping (Lagunda)","totalt","totalt",4473
"Enköping (Munksundet-Gröngarn)","totalt","totalt",2335
"Enköping (Romberga)","totalt","totalt",2291
"Enköping (Trögd)","totalt","totalt",6637
"Enköping (Åsunda)","totalt","totalt",4525
"Östhammar (Alunda)","totalt","totalt",2760
"Östhammar (Alunda omland)","totalt","totalt",1911
"Östhammar (Gimo)","totalt","totalt",2843
"Östhammar (Gimo omland)","totalt","totalt",1402
"Östhammar (Öregrund)","totalt","totalt",1626
"Östhammar (Öregrund omland)","totalt","totalt",1544
"Östhammar (Österbybruk)","totalt","totalt",2627
"Östhammar (Österbybruk omland)","totalt","totalt",1133
"Östhammar (Östhammar)","totalt","totalt",5082
"Östhammar (Östhammar omland)","totalt","totalt",1416
"Vingåker (Baggetorp-Marmorbyn)","totalt","totalt",1320
"Vingåker (Högsjö-Södra landsbygden)","totalt","totalt",1203
"Vingåker (Läppe-Österåker)","totalt","totalt",1831
"Vingåker (Vannala)","totalt","totalt",912
"Vingåker (Vingåkers norra tätort)","totalt","totalt",2238
"Vingåker (Vingåkers södra tätort)","totalt","totalt",1477
"Gnesta (Gnesta norra)","totalt","totalt",1796
"Gnesta (Gnesta södra)","totalt","totalt",2697
"Gnesta (Gnesta västra)","totalt","totalt",2099
"Gnesta (Laxne-Gåsinge-Dillnäs)","totalt","totalt",1654
"Gnesta (Stjärnhov-Björnlunda-Hållsta)","totalt","totalt",3366
"Nyköping (Arnö)","totalt","totalt",4913
"Nyköping (Bergshammar-Tuna)","totalt","totalt",4003
"Nyköping (Brandholmen-Rosenkälla)","totalt","totalt",4718
"Nyköping (Brandkärr)","totalt","totalt",4841
"Nyköping (Bryngelstorp-Tjuvholmen)","totalt","totalt",2298
"Nyköping (Harg-Oxbacken)","totalt","totalt",2752
"Nyköping (Hållet-Blommenhov)","totalt","totalt",1660
"Nyköping (Högbrunn-Idbäcken)","totalt","totalt",1163
"Nyköping (Lunda-Kila)","totalt","totalt",2524
"Nyköping (Nyköping väster-Spelhagen)","totalt","totalt",3313
"Nyköping (Nyköping öster-Fågelbo)","totalt","totalt",4581
"Nyköping (Oppeby)","totalt","totalt",2730
"Nyköping (Runtuna-Ludgo)","totalt","totalt",1441
"Nyköping (Stenkulla-Malmbryggshagen)","totalt","totalt",2153
"Nyköping (Stigtomta)","totalt","totalt",3088
"Nyköping (Svärta)","totalt","totalt",1313
"Nyköping (Tunaberg)","totalt","totalt",1764
"Nyköping (Tystberga-Lästringe)","totalt","totalt",2266
"Nyköping (Vrena-Råby)","totalt","totalt",1885
"Nyköping (Östra Villastaden-Isaksdal-Ekensberg)","totalt","totalt",4615
"Oxelösund (Oxelösund norra)","totalt","totalt",1390
"Oxelösund (Oxelösund norra omland)","totalt","totalt",1511
"Oxelösund (Oxelösund södra omland)","totalt","totalt",2006
"Oxelösund (Oxelösund västra)","totalt","totalt",3386
"Oxelösund (Oxelösund östra)","totalt","totalt",3793
"Flen (Flens landsbygd norra)","totalt","totalt",1644
"Flen (Flens landsbygd södra)","totalt","totalt",1613
"Flen (Flens landsbygd östra)","totalt","totalt",1700
"Flen (Flensby-Bjurtorp-Öja)","totalt","totalt",1016
"Flen (Hälleforsnäs)","totalt","totalt",1632
"Flen (Malmköping)","totalt","totalt",2130
"Flen (Mellösa-Orrhammar)","totalt","totalt",808
"Flen (Nybble-Centrum nordväst)","totalt","totalt",1260
"Flen (Orrö-Brogetorp-Centrum nordost)","totalt","totalt",1891
"Flen (Salsta-Centrum södra)","totalt","totalt",2364
"Katrineholm (Forssjö-Björkvik)","totalt","totalt",3181
"Katrineholm (Gersnäs-Lövåsen)","totalt","totalt",1666
"Katrineholm (Julita-Bie)","totalt","totalt",2947
"Katrineholm (Katrineholm centrum-Kerstinboda)","totalt","totalt",2341
"Katrineholm (Katrineholm norra)","totalt","totalt",3298
"Katrineholm (Katrineholm östra)","totalt","totalt",4027
"Katrineholm (Nyhem-Nävertorp)","totalt","totalt",3433
"Katrineholm (Oppunda-Laggarhult)","totalt","totalt",4130
"Katrineholm (Strandsvägsområdet-Skogsborg)","totalt","totalt",3281
"Katrineholm (Valla-Sköldinge-Floda)","totalt","totalt",3258
"Katrineholm (Värmbol-Duveholm)","totalt","totalt",3042
"Eskilstuna (Alberga-Lista)","totalt","totalt",3773
"Eskilstuna (Eskilstuna centrum)","totalt","totalt",2738
"Eskilstuna (Eskilstuna söder )","totalt","totalt",4879
"Eskilstuna (Eskilstuna öster)","totalt","totalt",3675
"Eskilstuna (Fröslunda-Vilsta)","totalt","totalt",4195
"Eskilstuna (Gredby-Lundby-Brottsta-Flacksta)","totalt","totalt",5346
"Eskilstuna (Göksten-Krusgården-Edvardslund-Glömsta)","totalt","totalt",5083
"Eskilstuna (Hållsta-Bälgviken)","totalt","totalt",2568
"Eskilstuna (Hällbybrunn-Folkesta)","totalt","totalt",3386
"Eskilstuna (Kvicksund-Tumbo)","totalt","totalt",1532
"Eskilstuna (Lagersberg-Råbergstorp)","totalt","totalt",3007
"Eskilstuna (Mesta-Borsökna)","totalt","totalt",4590
"Eskilstuna (Munktellstaden-Norr-Gamla staden)","totalt","totalt",8078
"Eskilstuna (Myrtorp-Västermalm-Brunnsbacken)","totalt","totalt",3672
"Eskilstuna (Nyfors centrum-Väster)","totalt","totalt",5716
"Eskilstuna (Röksta-Eskilshem-Balsta)","totalt","totalt",4014
"Eskilstuna (Skiftinge-Djursta)","totalt","totalt",3260
"Eskilstuna (Skiftinge-Ärsta-Sal)","totalt","totalt",1876
"Eskilstuna (Skogstorp)","totalt","totalt",3002
"Eskilstuna (Skogsängen-Viptorp)","totalt","totalt",2055
"Eskilstuna (Snopptorp)","totalt","totalt",1649
"Eskilstuna (Solvik-Mälarbaden-Torshälla centrum)","totalt","totalt",5743
"Eskilstuna (Stenby)","totalt","totalt",1741
"Eskilstuna (Sundbyholm-Kjula-Barva)","totalt","totalt",5250
"Eskilstuna (Trumtorp-Odlaren-Hagnestahill)","totalt","totalt",1985
"Eskilstuna (Valhalla-Slagsta)","totalt","totalt",5484
"Eskilstuna (Västra Nyfors)","totalt","totalt",1565
"Eskilstuna (Årby-Vallby)","totalt","totalt",2818
"Eskilstuna (Ärla-Hällberga)","totalt","totalt",3603
"Eskilstuna (Östra Nyfors)","totalt","totalt",1635
"Strängnäs (Mariefred)","totalt","totalt",2876
"Strängnäs (Mariefred norra)","totalt","totalt",1581
"Strängnäs (Mariefreds södraomland)","totalt","totalt",2272
"Strängnäs (Stallarholmen)","totalt","totalt",2379
"Strängnäs (Strängnäs centrala)","totalt","totalt",5337
"Strängnäs (Strängnäs mälaröar)","totalt","totalt",3668
"Strängnäs (Strängnäs norra)","totalt","totalt",3151
"Strängnäs (Strängnäs omland)","totalt","totalt",4323
"Strängnäs (Strängnäs Stadsskogen)","totalt","totalt",1869
"Strängnäs (Strängnäs södra)","totalt","totalt",5389
"Strängnäs (Strängnäs västra)","totalt","totalt",2567
"Strängnäs (Åkers styckebruk)","totalt","totalt",3114
"Trosa (Sund-Lövsta-Åda norra)","totalt","totalt",1109
"Trosa (Trosa västra)","totalt","totalt",1823
"Trosa (Trosa östra)","totalt","totalt",6043
"Trosa (Vagnhärad norra)","totalt","totalt",2894
"Trosa (Vagnhärad södra)","totalt","totalt",1297
"Trosa (Västerljung)","totalt","totalt",1594
"Ödeshög (Hästholmen-Slätten-Skogsbygden)","totalt","totalt",2591
"Ödeshög (Ödeshög)","totalt","totalt",2726
"Ydre (Sund-Norra Vi-Svinhult-Västra Ryd)","totalt","totalt",1263
"Ydre (Torpa-Asby)","totalt","totalt",1504
"Ydre (Österbymo)","totalt","totalt",916
"Kinda (Kinda norra)","totalt","totalt",1260
"Kinda (Kinda västra)","totalt","totalt",1108
"Kinda (Kinda östra)","totalt","totalt",1427
"Kinda (Kisa västra)","totalt","totalt",2972
"Kinda (Kisa östra)","totalt","totalt",892
"Kinda (Rimforsa)","totalt","totalt",2409
"Boxholm (Boxholm omnejd)","totalt","totalt",2104
"Boxholm (Boxholm västra)","totalt","totalt",1928
"Boxholm (Boxholm östra)","totalt","totalt",1466
"Åtvidaberg (Åtvidaberg centrum nordost)","totalt","totalt",2985
"Åtvidaberg (Åtvidaberg centrum sydväst)","totalt","totalt",4366
"Åtvidaberg (Åtvidaberg nord)","totalt","totalt",3015
"Åtvidaberg (Åtvidaberg syd)","totalt","totalt",1140
"Finspång (Dunderbacken-Hårstorp)","totalt","totalt",1645
"Finspång (Finspång centrala-Svälthagen)","totalt","totalt",3354
"Finspång (Finspång omland)","totalt","totalt",6040
"Finspång (Grosvad-Butbro)","totalt","totalt",2186
"Finspång (Lotorp-Vistinge)","totalt","totalt",1671
"Finspång (Norrmalm-Östermalm)","totalt","totalt",1824
"Finspång (Nyhem)","totalt","totalt",1507
"Finspång (Storängen)","totalt","totalt",2072
"Finspång (Viggestorp-Falla)","totalt","totalt",1604
"Valdemarsvik (Gryt-Skärgården)","totalt","totalt",1692
"Valdemarsvik (Ringarum-Gusum)","totalt","totalt",2970
"Valdemarsvik (Valdemarsviks tätort)","totalt","totalt",2968
"Linköping (Berga)","totalt","totalt",7192
"Linköping (Domkyrkan-Slottet)","totalt","totalt",1885
"Linköping (Ekholmen)","totalt","totalt",6807
"Linköping (Ekkällan-Garnisonen)","totalt","totalt",5629
"Linköping (Ekängen)","totalt","totalt",2959
"Linköping (Gottfridsberg)","totalt","totalt",8848
"Linköping (Hackefors)","totalt","totalt",1625
"Linköping (Hejdegården)","totalt","totalt",2740
"Linköping (Hjulsbro)","totalt","totalt",5489
"Linköping (Johannelund)","totalt","totalt",5785
"Linköping (Lambohov-Slaka)","totalt","totalt",10203
"Linköping (Lilla Torget-Sankt Lars)","totalt","totalt",3023
"Linköping (Linghem)","totalt","totalt",3267
"Linköping (Ljungsbro-Berg)","totalt","totalt",8731
"Linköping (Malmslätt)","totalt","totalt",4988
"Linköping (Ramshäll)","totalt","totalt",1794
"Linköping (Ryd)","totalt","totalt",9304
"Linköping (Skäggetorp-Tornby)","totalt","totalt",10116
"Linköping (Sturefors)","totalt","totalt",3495
"Linköping (Tallboda)","totalt","totalt",3322
"Linköping (Tannefors-Stångebro-Kallerstad)","totalt","totalt",4947
"Linköping (Trädgårdsföreningen-Folkungavallen)","totalt","totalt",3067
"Linköping (Ullstämma-Haninge)","totalt","totalt",3659
"Linköping (Valkebo omland)","totalt","totalt",5458
"Linköping (Valla-T1)","totalt","totalt",9262
"Linköping (Vasastaden-Hunneberg)","totalt","totalt",9715
"Linköping (Vidingsjö)","totalt","totalt",2695
"Linköping (Vikingstad-Rappestad)","totalt","totalt",3035
"Linköping (Vimanshäll)","totalt","totalt",3462
"Linköping (Vreta Kloster omland)","totalt","totalt",3731
"Linköping (Vårdnäs omland)","totalt","totalt",4749
"Linköping (Åkerbo omland)","totalt","totalt",5691
"Norrköping (Borgs villastad-Kneippen)","totalt","totalt",2118
"Norrköping (Djurön-Ljunga-Tingstad)","totalt","totalt",2731
"Norrköping (Djäknepark-Gustav Adolf)","totalt","totalt",3577
"Norrköping (Eksund-Öbonäs)","totalt","totalt",2561
"Norrköping (Eneby centrum-Vidablick-Sandbyhov)","totalt","totalt",3626
"Norrköping (Gamla Staden-Centrum)","totalt","totalt",5253
"Norrköping (Generalen)","totalt","totalt",1905
"Norrköping (Grönhög-Klingsberg)","totalt","totalt",3657
"Norrköping (Hallberga-Fyrby-Sörby)","totalt","totalt",1823
"Norrköping (Herstadberg-Händelö-Lagerlunda)","totalt","totalt",1575
"Norrköping (Kimstad-Norsholm-Skärkind)","totalt","totalt",3183
"Norrköping (Kolmården)","totalt","totalt",6348
"Norrköping (Kärrhagen-Kättsätter)","totalt","totalt",2616
"Norrköping (Lindö-Berga-Marby)","totalt","totalt",5834
"Norrköping (Navestad-Åselstad)","totalt","totalt",4948
"Norrköping (Nordvästra Marielund)","totalt","totalt",1665
"Norrköping (Nordvästra Nordantill)","totalt","totalt",3653
"Norrköping (Nordvästra Vilbergen)","totalt","totalt",3247
"Norrköping (Nordöstra Hageby)","totalt","totalt",7209
