Skolenhetskod,Kommunkod,PeOrgNr,Skolenhetsnamn,Status
73269899,1490,2120001561,Erikslundskolan 7-9,Aktiv
86708639,1490,2120001561,Fristadskolan 7-9,Aktiv
20035133,1780,2120001850,Sundsta-Älvkullegymnasiet 7,Aktiv
33022817,2460,2120002841,"Liljaskolan, Järnvägsteknik",Aktiv
74455513,1287,2120001199,Sjöviksskolans anpassade grundskola,Aktiv
18703434,1287,2120001199,Söderslättsgymnasiets anpassade Gymnasieskola,Aktiv
77522936,1287,2120001199,Västervångskolans anpassade grundskola,Aktiv
95422674,2480,2120002627,Dragonskolan GY1,Aktiv
88038823,2480,2120002627,Dragonskolan GY2,Aktiv
45652254,2480,2120002627,Midgårdsskolan GY,Aktiv
12266600,1382,7696074181,Morups friskola,Aktiv
37922640,1780,7696041107,Friskolan Stellatus,Aktiv
36393624,0581,2120000456,Kungsängsskolan,Aktiv
82086591,0580,5564624368,Internationella Engelska Skolan Linköping,Aktiv
72480263,1265,2120001090,Anpassad grundskola,Aktiv
78790933,1382,2120001231,Älvseredsskolan,Aktiv
59471734,0680,2120000530,Vuxenutbildning RO 2,Aktiv
51210136,0680,2120000530,Erik Dahlbergsgymnasiet RO 3,Aktiv
73829818,0680,2120000530,Erik Dahlbergsgymnasiet RO 4,Aktiv
39565412,0680,2120000530,Bäckadalsgymn RO 2,Aktiv
94570025,0680,2120000530,Sandagymnasiet RO 4,Aktiv
91984508,0680,2120000530,Sandagymnasiet RO 5,Aktiv
69480465,1980,2120002080,VUC avdelning 3,Aktiv
89249395,1980,2120002080,VUC avdelning 2,Aktiv
88182844,1980,2120002080,VUC avdelning 1,Aktiv
19748553,2521,2120002718,Anpassad Grundskola,Aktiv
11389751,2309,2120002478,Dvärsätts skola,Aktiv
35462975,2309,2120002478,Hovs skola,Aktiv
34338735,1489,2120001553,Lendahlsskolan F-6,Aktiv
95523275,0382,2120000290,Vallonskolan,Aktiv
37217528,0382,2120000290,Edsskolan,Aktiv
18135815,0382,2120000290,Kristinelundskolan,Aktiv
95973485,1443,2120002973,Bollebygds anpassad grundskola,Aktiv
73656861,0581,8250007922,Stegehus skola,Aktiv
23517683,1383,5566814504,Sveriges Ridgymnasium Varberg,Aktiv
25745773,0581,2321000040,Himmelstalunds utbildningscentrum,Aktiv
72501997,0581,2321000040,Himmelstalunds Utbildningscentrum komvux,Aktiv
99557550,0586,2120000480,Klämmestorpsskolan LM,Aktiv
16727370,0586,2120000480,Vifolkaskolan 7-9,Aktiv
45986032,0136,2120000084,Vega skola,Aktiv
54881559,1481,2120001363,Streteredsskolan,Aktiv
98348728,0781,2120000670,Sunnerbogymnasiet gysär,Aktiv
34746919,2180,2120002338,Hemlingbyskolan,Vilande
46085051,2309,2120002478,Näldenskolan,Aktiv
45736013,2309,2120002478,Rödöns skola,Aktiv
28860521,2309,2120002478,Sånghusvallens skola,Aktiv
54952732,2309,2120002478,Ås skola 7-9,Aktiv
25036442,2309,2120002478,Ås skola   F-6,Aktiv
24090215,1780,2120001850,Herrhagsskolan AG,Aktiv
12750057,1780,2120001850,Kronoparksskolan AG,Aktiv
62698200,0881,2120000753,Alsterbro skola,Aktiv
98689424,0881,2120000753,Fagerslättsskolan Fa01,Aktiv
20610380,0881,2120000753,Fagerslättsskolan Fa02,Aktiv
59700047,0881,2120000753,Hanemålaskolan,Aktiv
37839862,0881,2120000753,Kristvallabrunn skola,Aktiv
99461911,0881,2120000753,Madesjöskolan Ma01,Aktiv
25772114,0187,2120002908,Vaxö skola,Aktiv
89082067,0881,2120000753,Paradisskolan Pa01,Aktiv
79650118,0881,2120000753,Paradisskolan Pa02,Aktiv
77085096,0881,2120000753,Västerängsskolan,Aktiv
26156663,0881,2120000753,Örsjö skola,Aktiv
45500152,0488,2120002957,Hedebyskolan,Aktiv
51044218,0488,2120002957,Tomtaklintskolan,Aktiv
79472588,1498,2120001736,Ekedalens skola F-6,Aktiv
49842764,1498,2120001736,Rosenbergs grundskola 4-6,Aktiv
36414920,1495,2321000131,Naturbruksskolan Uddetorp - yrkesvux lantbruk,Aktiv
57459131,1495,2321000131,Axevalla Hästcentrum - yrkesvux,Aktiv
97967246,1465,2321000131,Naturbruksskolan Svenljunga - yrkesvux,Aktiv
81918902,2039,2120002197,Strandskolan,Aktiv
45898861,2039,2120002197,Buskoviusskolan,Aktiv
71386020,1980,2120002080,Brandthovdaskolan,Aktiv
89191006,1415,2120001298,Stora Högaskolan 4-6,Aktiv
45699665,1281,2120001132,Byskolan,Aktiv
31398939,1281,2120001132,Österskolan,Aktiv
37370471,2180,2120002338,"Vuxenutbildningen, SFI",Aktiv
35825300,2180,2120002338,"Vuxenutbildningen, Lärvux",Aktiv
51966487,0581,8024144779,Kvarsebo skola,Aktiv
25681727,1282,2120001140,Landskronas anpassade skolor,Vilande
86564020,1785,2120001900,"Lärcenter, SFI",Vilande
93723139,1785,2120001900,"Lärcenter, särvux",Vilande
81713999,1782,2120001876,Nykroppa skola,Aktiv
98680382,1782,2120001876,Åsenskolan,Aktiv
64528852,1277,2120000936,Modersmål,Aktiv
15986626,1882,2120001983,Anpassad grundskola,Aktiv
88350357,1060,2120000811,Anpassad gymnasieskola,Aktiv
25004271,2305,2220001636,Jämtlands Vux Östersund,Vilande
71762216,1883,2120001991,Bregårdsskolan 7-9,Aktiv
48276080,1880,2120001967,Komvux Örebro - extern distans,Aktiv
42955547,2404,2120002544,Åmsele småbarnsskola,Aktiv
15359609,2404,2120002544,Hällnäs skola,Aktiv
23312767,0160,5560354309,Noblaskolan Täby,Aktiv
30493134,1490,2120001561,Nedlagda Särlaskolan F-6,Vilande
82628341,0136,5566358759,JENSEN gymnasium Haninge,Planerad
28849109,0680,2120000530,Flahultsskolan,Aktiv
81418958,1283,9697616556,Kingelstad Byskola,Aktiv
58191646,1384,2120001256,Aranäsgymnasiet Enhet 2,Aktiv
40888014,0583,5569320699,Innovitaskolan Motala,Aktiv
11664326,0583,5569320699,Innovitaskolan Motalas Högstadium,Aktiv
55520065,2580,5560354309,Innovitaskolan Luleå,Aktiv
76222592,0128,5560354309,Innovitaskolan Rönninge,Aktiv
10230535,0180,5560354309,Innovitaskolan Vällingby Park,Aktiv
45776214,1280,5565418455,Montessori Mondial Malmö,Aktiv
42264769,1780,2120001850,Skåreskolan,Aktiv
76026322,2584,2120002783,Abisko skola,Aktiv
12275851,0380,2120003005,Gåvsta skola,Aktiv
87542831,0380,2120003005,Växthusets skola,Aktiv
29891481,1280,5566358759,JENSEN grundskola Malmö F-6,Aktiv
26627862,1480,2120001355,The International High School of the Gothenburg Region,Aktiv
41697930,2581,2120002759,Strömbacka Mjölner,Aktiv
15210966,1270,7696096887,Tryde Friskola,Aktiv
34222422,1230,5566066980,Hvilangymnasiet,Aktiv
43064434,1765,2120001835,Nordmarkens skola M,Aktiv
55304171,1765,2120001835,Nordmarkens skola H,Aktiv
56579896,1765,2120001835,Nordmarkens skola L,Aktiv
62368056,1765,2120001835,Nordmarkens skola Anpassad grundskola,Aktiv
77714062,1765,2120001835,Töcksfors skola LM,Aktiv
43830313,1765,2120001835,"Årjängs gymnasieskola, Anpassad gymnasieskola",Aktiv
60152144,1440,2120001439,Älvängenskolan,Aktiv
16455233,1473,2120001678,Vuxenutbildningen Töreboda,Aktiv
57346057,1473,2120001678,"Komvux Kanalskolan, särvux",Vilande
54831255,1489,2120001553,Alströmergymnasiet Anpassad gymnasieskola,Aktiv
69860743,0127,2120002882,Brunnaskolan AGR,Vilande
68006362,1280,2120001124,Universitetsholmens gymnasium,Aktiv
80686587,0680,2120000530,Per Brahegymnasiet RO 2,Aktiv
25253663,1961,2120002064,Gymnasieutbildningen Hallstahammar,Aktiv
40546319,0680,2120000530,Attarpsskolan 7-9,Aktiv
73072508,0781,5590287412,Jobcenter in Sweden AB,Vilande
60120170,1880,2120001967,Komvux Örebro/SFI (Ukraina SFI),Vilande
64837308,2026,2120002155,Bäsna skola,Aktiv
96091081,1488,2120001546,Strömslundsskolan 7-9,Aktiv
87282627,1470,2120002924,Levene skola,Aktiv
31381375,1444,2120001595,Nya Centralskolan 4-9,Aktiv
75590868,0482,2120000332,Flen komvux,Aktiv
11539835,0482,2120000332,"Flen Komvux, Lärvux",Aktiv
93187037,0482,2120000332,"Flen komvux, SFI",Aktiv
12994441,1480,5567265979,Gymnasieakademin Göteborg,Aktiv
76342612,0687,2120000597,Holavedsgymnasiet RO3,Aktiv
99394620,0687,2120000597,Holavedsgymnasiet AGY,Aktiv
95368476,0687,2120000597,Holavedsgymnasiet RO2,Aktiv
71921367,0687,2120000597,Tranås anpassad grundskola,Aktiv
64013882,2104,2120002296,Anpassad grundskola,Aktiv
70515627,0381,2120000282,Bergvretens anpassade grundskola,Aktiv
41607808,0381,2120000282,Enögla anpassade grundskola,Aktiv
68985150,0680,2120000530,"Bäckadalsgymnasiet, Lärvux",Aktiv
67279263,0680,2120000530,Erik Dahlbergsgymnasiet RO 1,Aktiv
62434701,2083,5567692081,Dormsjöskolan Anpassad Gymnasieskola,Aktiv
36022766,2083,5567692081,Dormsjöskolan/grundskola/anpassad grundskola,Aktiv
76353846,2031,2120002171,Rättviks Anpassade grundskola,Aktiv
44605013,2182,2120002353,Stenbergaskolan anpassad grundskola,Aktiv
87690785,1435,2120001348,Anpassad grundskola,Aktiv
99619883,1435,2120001348,Anpassad gymnasieskola,Aktiv
45109375,1260,2120001041,Brogårdaskolans anpassade grundskola,Aktiv
61162900,1260,2120001041,Varagårdsskolans anpassade grundskola,Aktiv
63007821,1260,2120001041,Komvux som anpassad utbildning,Aktiv
24688299,2309,2120002478,Krokoms som anpassad utbildning,Aktiv
87913800,1256,2120000860,Kviinge skola,Aktiv
95828750,1256,2120000860,Glimåkraskolan,Aktiv
59498796,1482,2120001371,Flerspråksenheten,Aktiv
45994723,1060,2120000811,Komvux anpassad utbildning,Aktiv
82942801,1267,2120001116,Ringsjöskolan,Aktiv
37629837,1490,2120001561,Anpassad utbildning för vuxna,Aktiv
52023534,1439,2120001421,Valboskolan 1-9 Anpassad grundskola,Aktiv
89512991,1256,2120000860,"Göinge utbildningscenter, Komvux som anpassad utbildning",Aktiv
70076086,0428,2321000032,Dammsdalskolan anpassad grundskola,Aktiv
12807435,0428,2321000032,Dammsdalskolan gymnasieskola,Aktiv
95378002,0428,2321000032,Dammsdalskolan anpassad gymnasieskola,Aktiv
43703035,0428,2321000032,Dammsdalskolan grundskola,Aktiv
35006050,1480,5561203679,NTI Gymnasiet Kronhus,Aktiv
86180350,0181,8156000823,Solberga by grundsärskola,Aktiv
97535124,2085,5566081740,Hitachigymnasiet Ludvika,Aktiv
59020627,0136,5566740113,Raoul Wallenbergskolan Vega,Vilande
56796928,2462,2120002601,Anpassad grundskola F-9,Aktiv
70471219,2482,2120002643,"VUX, anpassad utbildning",Aktiv
92245865,2514,2120002692,Anpassad Gymnasieskola,Aktiv
12694548,2514,2120002692,Anpassad skola 7-9,Aktiv
20849857,2514,2120002692,Anpassad skola F-6,Aktiv
68749277,2282,2120002429,Bollstaskolan,Aktiv
11159060,2282,2120002429,Gudmundråskolan,Aktiv
43334647,2282,2120002429,Nylandsskolan,Aktiv
37926080,0881,2120000753,Hanemålaskolan anpassad grundskola,Aktiv
31159476,0881,2120000753,Paradisskolan anpassad grundskola,Aktiv
85809420,0881,2120000753,"Nybro vuxenutbildning, komvux som anpassad utbildning",Aktiv
78308250,0821,2120000688,Fröviskolan 6-9,Aktiv
84584068,0188,2120000217,Frötuna skola,Aktiv
31851256,0188,2120000217,Roslagsskolan,Aktiv
83046070,1495,2120001702,Anpassad grundskola,Aktiv
81903505,0163,5564715729,Häggviks anpassade gymnasium,Aktiv
36013431,1983,2120002114,Anpassad grundskola Scheeleskolan,Aktiv
82913849,1983,2120002114,Anpassad grundskola Skogsbrynskolan,Aktiv
19119915,1983,2120002114,"Anpassad grund- och gymnasieskola Nygårdsskolan,",Aktiv
91297363,1983,2120002114,Anpassad gymnasieskola Ullvigymnasiet,Aktiv
51373585,0682,2120000548,Nässjö lärcenter anpassad utbildning för vuxna,Aktiv
48258925,1231,2120001025,"Komvux, anpassad utbildning",Aktiv
99037002,0683,2120000555,Västhorjaskolan,Aktiv
61097827,0182,2120000167,Ektorps anpassade grundskola,Aktiv
10982633,1487,5564515988,"Fridaskolan, Vänersborg",Aktiv
56884611,1488,5564515988,"Fridaskolan, Trollhättan",Aktiv
66762038,1441,2120001447,Anpassad vuxenutbildning,Aktiv
50339286,2132,7696021240,Stocka skola,Aktiv
69835040,1482,2120001371,Vuxenutbildningen i Kungälv,Aktiv
82448624,0180,5565586871,Tasava skola,Vilande
68939834,0180,8020058411,Hillelskolan,Aktiv
28878584,1491,2120001579,Anpassad grundskola,Aktiv
94910948,1485,2120001397,Norrskolan,Aktiv
92086024,1485,2120001397,Linnéaskolan,Aktiv
53075005,0180,2120000142,Skarpnäcks skola,Aktiv
86490934,2583,2120002775,Anpassad grundskola,Aktiv
94589976,2422,2120002585,Vindelälvsskolan 4-9,Aktiv
22957852,1261,7696006191,Barsebäcks Montessoriskola,Aktiv
27371086,0330,2520032059,"S:ta Maria Skola, Alsike",Aktiv
77176811,0180,2120000142,Bernadottegymnasiet 77176811,Aktiv
21427138,0482,2120000332,Prins Wilhelmgymnasiets anpassade gymnasieskola,Aktiv
37054246,0192,2120000233,Nynäshamns gymnasium,Aktiv
26257479,0192,2120000233,Nynäshamns anpassade gymnasieskola,Aktiv
54382141,1470,5590489760,Academy of Music and Business Vara,Aktiv
80813364,2281,2120002411,Bosvedjeskolan,Aktiv
11275959,1214,2120000993,Svalöfs gymnasium,Aktiv
80962527,1214,2120000993,"Svalövs gymnasium, Komvux",Aktiv
68537546,1214,2120000993,"Svalövs gymnasium, SFI",Aktiv
80257179,1737,2120001777,Central Insamlingsenhet,Aktiv
72904597,0883,2120000779,Ankarsrums skola 7-9,Aktiv
17348981,0883,2120000779,Ankarsrums skola F-6,Aktiv
70475635,0883,2120000779,Blackstad skola,Aktiv
40704885,0883,2120000779,Breviksskolan,Aktiv
27459423,0883,2120000779,Ellen Keyskolan,Aktiv
49693776,1785,2120001900,Tegnérskolan grundsärskola,Aktiv
94635762,0883,2120000779,Fågelbärets skola,Aktiv
42944182,0883,2120000779,Gunnebo skola,Aktiv
75340680,0883,2120000779,Himalajaskolan,Aktiv
62384613,0883,2120000779,Lidhemsskolan,Aktiv
68921844,0883,2120000779,Ljungbergaskolan,Aktiv
23843784,0883,2120000779,Loftahammars skola,Aktiv
16547623,0883,2120000779,Ludvigsborgsskolan,Aktiv
55252119,0860,2120000712,Albäcksskolan 1,Aktiv
84230115,0860,2120000712,Albäcksskolan 2,Aktiv
74166555,0860,2120000712,Emådalskolan,Aktiv
55765073,1498,2120001736,Hellidsskolan anpassad grundskola 7-9,Aktiv
23559267,0883,2120000779,Marieborgsskolan,Aktiv
12346605,1498,2120001736,Kompetenscentrum anpassad utbildning för vuxna,Aktiv
47046103,0860,2120000712,Hultsfreds gymnasium 1,Aktiv
56664512,0860,2120000712,Hultsfreds gymnasium 2,Aktiv
38167912,0860,2120000712,Hultsfreds gymnasium 3,Aktiv
64057523,0883,2120000779,Näktergalens skola,Aktiv
77689870,0860,2120000712,Hultsfred Lärcenter,Aktiv
31596589,0860,2120000712,Lindblomskolan 1,Aktiv
82426094,0860,2120000712,Lindblomskolan 2,Aktiv
44239903,0860,2120000712,Lindblomskolan 3,Aktiv
41017199,0860,2120000712,Målilla skola,Aktiv
18484321,0860,2120000712,Silverdalens skola,Aktiv
19973473,0883,2120000779,Ringeltaubska skolan,Aktiv
81646559,0860,2120000712,Vena skola,Aktiv
92991272,0883,2120000779,Skogshagaskolan,Aktiv
96152872,0883,2120000779,Västerviks gymnasium Rektorsområde 1,Aktiv
49576295,0883,2120000779,Västerviks gymnasium Rektorsområde 2,Aktiv
70803636,0883,2120000779,Västerviks gymnasium Rektorsområde 3,Aktiv
44041939,0883,2120000779,Västerviks gymnasium Rektorsområde 4,Aktiv
37770053,0883,2120000779,Åbyängskolan,Aktiv
18058977,0883,2120000779,Östra Ringskolan,Aktiv
35975798,0883,2120000779,Överumsskolan,Aktiv
43802065,0181,5564559523,Lilla Parkskolan,Aktiv
55413261,0127,5564559523,Min skola Norsborg,Aktiv
74610163,0180,5564559523,Min skola Östermalm,Aktiv
82442662,0380,5566945795,Kajan Friskola AB,Aktiv
64230088,0380,5565701082,Labanskolan anpassad grundskola,Aktiv
11111196,0380,5565701082,Labanskolan anpassad gymnasieskola,Aktiv
29185207,0136,2120000084,Fredrika Bremergymnasiet Högskoleförberedande program,Aktiv
88091927,0331,2120002049,Östervåla skola 7-9,Aktiv
86917350,0188,2120000217,Köpmanholms skola,Aktiv
24983617,0331,2120002049,Heby skola F-6,Aktiv
45810798,0480,2120002940,Gruvan anpassad grundskola,Aktiv
43811145,0480,2120002940,Gruvans skola,Aktiv
57610942,2182,2120002353,Bergviksskolan åk F-3,Aktiv
33021207,2182,2120002353,Stråtjära skola,Aktiv
66892094,1494,2120001694,Lidåkerskolan,Aktiv
22362814,1982,2120002106,Alfaskolan,Aktiv
89121086,0583,2120002817,Vuxenutbildningen gymnasial nivå,Aktiv
31290476,0583,2120002817,Vuxenutbildningen anpassad,Aktiv
10179930,2283,2120002437,Helgums skola,Aktiv
63021972,2283,2120002437,Långsele skola,Aktiv
20197159,2283,2120002437,Ramsele skola,Aktiv
79793912,2283,2120002437,Öns skola,Aktiv
43134105,0180,5566344270,Cordoba International School,Vilande
10405686,1485,2120001397,Norgårdenskolan 7-9,Aktiv
37667577,1485,2120001397,Kisslebergsskolan,Aktiv
25121914,1485,2120001397,Hovhultsskolan,Aktiv
38219300,2480,2021005745,Hällsboskolan Umeå,Aktiv
65662401,1780,5566243548,Lillerudsgymnasiet AB,Aktiv
14161923,2281,5568154552,Heliås Kunskapscentrum AB,Aktiv
19252277,0767,2120000654,Lärcentrum,Aktiv
92322610,0767,2120000654,Lärcentrum Anpassad utbildning,Aktiv
47461767,0767,2120000654,Lärcentrum SFI,Aktiv
75845809,0380,2120003005,Hermods vux grund och gy,Aktiv
83919903,0380,2120003005,Hermods SFI,Aktiv
43245047,0182,2120000167,Saltängens skola,Aktiv
64285853,0182,2120000167,Duvnäs skola,Aktiv
69502100,2582,2120002767,Centrala mottagningsenheten,Aktiv
57770186,0180,2120000142,Vuxenutbildning Söderort,Aktiv
67382535,1276,2120000928,Klippans anpassade gymnasieskola,Aktiv
85486578,1883,7164532033,Granbergsdals ekonomiska förening,Aktiv
17669293,1415,2120001298,Kristinedalskolan AGR Resursskola,Aktiv
32571908,1415,2120001298,Kristinedalskolan AGR Anpassad Grundskola,Aktiv
18275028,1415,2120001298,Kristinedalskolan 7-9,Aktiv
83526311,1285,2120001173,Ekenässkolan,Aktiv
98050130,0180,2120000142,SFI Söderort/vux,Vilande
85896875,2262,2120002395,Vuxenutbildning yrkesutbildning,Aktiv
21617136,1415,2120001298,Stora Högaskolan 7-9,Aktiv
71589053,1484,2120001389,Skaftö skola,Aktiv
64402572,1280,2120001124,Oxievångsskolan,Aktiv
69876545,1480,2120001355,"Utbildningsförv., komvux",Vilande
50902077,1496,2120001710,Sventorps skola,Aktiv
87368957,2062,2120002213,Nyanländas lärande GR,Aktiv
78556653,0380,5566688361,Hagmarkens skola,Aktiv
57584698,2361,2120002510,Komvux,Aktiv
82304602,2326,5567657316,Kövra Byskola,Aktiv
37844305,0780,2120000662,Komvux Väx 3,Aktiv
47480841,1761,2120001793,Mörmoskolan 7-9,Aktiv
58895077,1761,2120001793,Lillängsskolan F-6,Aktiv
57903436,0380,2120003005,Domarringens skola,Aktiv
75399786,1280,8460052155,Al-Salamahskolan,Aktiv
29220606,2061,2220000802,VBU Stegelbacken,Vilande
91055758,1473,7696207443,Fredsbergs Friskola,Aktiv
37206148,1427,2120001322,Sotenäs Symbioscentrum VUX,Aktiv
40432783,1862,2120001934,Vuxnas lärande,Aktiv
16928929,0580,5565972352,Pandionskolan,Aktiv
33574346,1484,2120001389,Bergs skola,Aktiv
50528296,1484,2120001389,Anpassad grundskola,Aktiv
12247315,1484,2120001389,Gullmarsskolan 7-9,Aktiv
38925677,1484,2120001389,Gullmarsskolan F-6,Aktiv
15905789,1484,2120001389,Mariedalsskolan,Aktiv
21004427,1484,2120001389,Bro skola,Aktiv
71907938,1484,2120001389,Stångenässkolan,Aktiv
11111710,2180,5565789129,Drottning Blankas Gymnasieskola Gävle,Aktiv
10638939,1480,5565789129,Drottning Blankas Gymnasieskola Göteborg Gårda,Aktiv
12279302,0680,5565789129,Drottning Blankas Gymnasieskola Jönköping,Aktiv
93947551,1780,5565789129,Drottning Blankas Gymnasieskola Karlstad,Aktiv
67554405,1290,5565789129,Drottning Blankas Gymnasieskola Kristianstad,Aktiv
28023078,0581,5565789129,Drottning Blankas Gymnasieskola Norrköping,Aktiv
26508763,1496,5565789129,Drottning Blankas Gymnasieskola Skövde,Aktiv
85516596,0180,5565789129,Drottning Blankas Gymnasieskola Stockholm Vasastan,Aktiv
36769815,2281,5565789129,Drottning Blankas Gymnasieskola Sundsvall,Aktiv
50424828,1485,5565789129,Drottning Blankas Gymnasieskola Uddevalla,Aktiv
55472112,0380,5565789129,Drottning Blankas Gymnasieskola Uppsala,Aktiv
19150273,1490,5565668794,Drottning Blankas Gymnasieskola Borås,Aktiv
58724424,1382,5565668794,Drottning Blankas Gymnasieskola Falkenberg,Aktiv
36444853,1480,5565668794,Drottning Blankas Gymnasieskola Göteborg Centrum,Aktiv
25156286,1488,5565668794,Drottning Blankas Gymnasieskola Trollhättan,Aktiv
97770837,0180,5565668794,Drottning Blankas Gymnasieskola Stockholm Södra,Aktiv
68602647,0182,5565668794,Drottning Blankas Gymnasieskola Nacka,Aktiv
35894996,1280,5565668794,Drottning Blankas Gymnasieskola Malmö Söderport,Aktiv
44653962,1380,5565668794,Drottning Blankas Gymnasieskola Halmstad,Aktiv
68603832,1496,2120001710,Billingskolan 1,Aktiv
85214294,0123,5564732856,Drottning Blankas Gymnasieskola Jakobsberg,Aktiv
77609073,1280,5565668794,Drottning Blankas Gymnasieskola Malmö City,Aktiv
64648566,1880,5565789129,Drottning Blankas Gymnasieskola Örebro,Aktiv
92949043,1488,2220002998,Magnus Åbergsgymnasiet 1,Aktiv
50133877,1487,2220002998,Birger Sjöberggymnasiet 1,Aktiv
49868916,1487,2220002998,Birger Sjöberggymnasiet 2,Aktiv
92818240,1488,2220002998,Magnus Åbergsgymnasiet 2,Aktiv
31728532,1488,2220002998,Vuxenutbildningen Trollhättan Lärvux,Aktiv
40996004,1487,2220002998,Vuxenutbildningen Vänersborg Lärvux,Aktiv
31969207,0882,2120000761,Anpassad grundskolan Rödsle,Aktiv
99691015,1496,2120001710,Billingskolan 3,Aktiv
32771409,0882,2120000761,Anpassad grundskolan Kristineberg,Aktiv
36233215,1496,2120001710,Eriksdalskolan 1,Aktiv
63303871,0882,2120000761,Bockaraskolan,Aktiv
48659655,1496,2120001710,Frösve skola,Aktiv
87104917,0882,2120000761,Kristdalaskolan,Aktiv
38052846,0882,2120000761,Kristinebergskolan F-9,Aktiv
69034506,1496,2120001710,Heneskolan,Aktiv
42558848,0882,2120000761,Påskallavikskolan,Aktiv
55569663,0882,2120000761,Rödsleskolan F-9,Aktiv
43214252,0882,2120000761,Saltvikskolan,Aktiv
65582914,0882,2120000761,Vallhallaskolan F-9,Aktiv
33331230,1496,2120001710,Käpplundaskolan,Aktiv
62343492,0882,2120000761,Komvux som anpassad utbildning,Aktiv
13030046,1496,2120001710,Lerdala skola,Aktiv
74495166,1496,2120001710,Norrmalmskolan,Aktiv
88083330,1496,2120001710,Rydskolan 1,Aktiv
89477299,1496,2120001710,Stöpenskolan,Aktiv
88691238,1497,2120001728,Estrid Ericsonskolan anpassad grundskola,Aktiv
53080108,1497,2120001728,Fågelås skola,Aktiv
45615781,1497,2120001728,Guldkroksskolan anpassad grundskola,Aktiv
55078375,1497,2120001728,Korsberga skola,Aktiv
25097050,0586,2120000480,Anpassad grundskola Egebyskolan,Aktiv
84589034,0586,2120000480,Anpassad grundskola Lagmansskolan,Aktiv
61151036,1230,2120001017,Gullåkraskolan,Aktiv
53466112,2081,2120002239,Amsbergs skola,Aktiv
91219337,2081,2120002239,Domnarvets skola,Aktiv
90449443,1496,2120001710,Timmersdala skola,Aktiv
84601215,2081,2120002239,Forssaklackskolan,Aktiv
16213077,2081,2120002239,Forssaängskolan,Aktiv
80265253,2081,2120002239,Gylle skola F-6,Aktiv
68769650,2081,2120002239,Hushagsgymnasiet,Aktiv
81505508,1496,2120001710,Tidanskolan,Aktiv
16877153,2081,2120002239,Jakobsgårdsskolan,Aktiv
53010712,2081,2120002239,Kvarnsvedens skola,Aktiv
39328823,2081,2120002239,Kyrkskolan,Aktiv
47473951,2081,2120002239,Mjälgaskolan,Aktiv
23251345,2081,2120002239,Nygårdskolan,Aktiv
58395955,2081,2120002239,Ornäs skola,Aktiv
73660679,2081,2120002239,Skräddarbacksskolan,Aktiv
22186809,2081,2120002239,Språk- och kompetenscentrum,Aktiv
34516710,2081,2120002239,Tjärnaskolan,Aktiv
94897392,2081,2120002239,Torsångs skola,Aktiv
20446679,1463,2120001504,AG Marks gymnasieskola,Aktiv
39517088,1491,2120001579,Stenbocksskolan,Aktiv
28080863,1491,2120001579,Ätradalsskolan,Aktiv
80025236,1256,2120000860,Komvux,Aktiv
87650899,1491,2120001579,Hökerums skola,Aktiv
96653388,0117,5568086085,Robinson Valsjön,Aktiv
43277545,0380,2120003005,Uppsala estetiska gymnasium,Aktiv
36208582,0840,2120000704,Alunskolan,Aktiv
63401899,0840,2120000704,Central Insamlingsenhet,Aktiv
40648796,0840,2120000704,Färjestadens högstadium,Aktiv
79591370,0840,2120000704,Färjestadens skola,Aktiv
15553220,0840,2120000704,Glömmingeskolan,Aktiv
12496321,0840,2120000704,Gårdbyskolan,Aktiv
12384005,0483,2120000340,Bie skola,Aktiv
89029385,0483,2120000340,Järvenskolan,Aktiv
69723336,1401,2120001264,Ekdalaskolan 7-9,Aktiv
95834239,1401,2120001264,Skinnefjällsskolan F-3,Aktiv
29209307,0780,5562496629,Växjö Fria Fordongymnasium,Aktiv
19459738,1264,2120001082,Mölleskolan,Aktiv
51173156,1264,2120001082,Rutgerskolan,Aktiv
23551920,1280,2120001124,Alléskolan,Aktiv
65760581,0360,2120000266,Bruksskolan,Aktiv
31528772,0181,8156008255,Mariaskolan,Aktiv
25401608,0683,2120000555,Finnvedens Gymnasium 5,Aktiv
33900238,0761,2120000613,"Nyängskolan, anpassad grundskola",Aktiv
88835702,0761,2120000613,"Nyängskolan, anpassad gymnasieskola",Aktiv
14261712,0761,2120000613,Kommunal vuxenutbildning som anpassad utbildning,Aktiv
96338590,0180,5569172041,Stockholm Fria Läroverk,Planerad
36444651,1283,5569172041,Helsingborg Fria Läroverk,Planerad
75366653,0882,2120000761,Oscarsgymnasiet Anpassad Gymnasieskola,Aktiv
67167389,0882,2120000761,Oscarsgymnasiet E,Aktiv
23345056,1780,2120001850,Rudsskolan,Aktiv
27418903,1780,2120001850,Ilandaskolan,Aktiv
62884539,1471,2120001652,Hällekisskolan,Aktiv
59512837,1471,2120001652,Ljungsbackenskolan,Aktiv
24771373,1471,2120001652,Lundabyn,Aktiv
54171463,1280,5569583197,Pops Academy Malmö,Planerad
48000763,0604,5566501796,Oasens skola,Aktiv
66522272,1280,2120001124,Komvux Malmö Life Science,Aktiv
15507032,0138,2120000092,Nyboda anpassad grundskola,Aktiv
50462230,0138,2120000092,Stimmets anpassad grundskola,Aktiv
89004043,1264,2120001082,Anpassad gymnasieskola,Aktiv
70463529,1264,2120001082,Nils Holgerssongymnasiet i Skurup,Aktiv
