Skolenhetskod;Skolenhetsnamn;Huvudman_Namn
11860102;Växjö Islamiska skola;STIFTELSEN VÄXJÖ ISLAMISKA SKOLA
26665746;Åsle Friskola;Åsle Friskola ekonomisk förening
98738391;Föräldrakooperativet Gläntan Fritidshem;FÖRÄLDRAKOOPERATIVET GLÄNTAN
48529699;Aroseniusskolan;ALE KOMMUN
17291574;Petreskolan;HOFORS KOMMUN
38140205;Central Insamlingsenhet Elevhälsan;HOFORS KOMMUN
88624631;Naturbruksgymnasiet Kalmar 1;HUSHÅLLNINGSSÄLLSKAPET KALMAR-KRONOBERG-BLEKINGE
35390185;Naturbruksgymnasiet Kalmar 2;HUSHÅLLNINGSSÄLLSKAPET KALMAR-KRONOBERG-BLEKINGE
14677676;Gamlebygymnasiet;HUSHÅLLNINGSSÄLLSKAPET KALMAR-KRONOBERG-BLEKINGE
51445699;Björkris skola F-3;KUNGSBACKA KOMMUN
87867210;IES International School Skellefteå;Internationella Engelska Skolan i Sverige AB
38935587;Internationella Engelska Skolan Enskede;Internationella Engelska Skolan i Sverige AB
25278170;Internationella Engelska Skolan Kungsbacka;Internationella Engelska Skolan i Sverige AB
92621428;Internationella Engelska Skolan Skellefteå;Internationella Engelska Skolan i Sverige AB
68467205;Internationella Engelska Skolan Staffanstorp;Internationella Engelska Skolan i Sverige AB
83401016;Internationella Engelska Skolan Uppsala;Internationella Engelska Skolan i Sverige AB
62569730;Internationella Engelska Skolan Värmdö;Internationella Engelska Skolan i Sverige AB
11366318;Internationella Engelska Skolan Växjö;Internationella Engelska Skolan i Sverige AB
21480964;Central Insamlingsenhet;KILS KOMMUN
58747846;Midsommarkransens skola;STOCKHOLMS KOMMUN
53011246;Villa Montessori Ystad;Monteprenör AB
25834038;Villa Sjöstadens Montessori;Monteprenör AB
48056070;Torsö Skärgårdsskola;Torsö Skärgårdsskola Ekonomisk förening
42748704;Anpassad grundskola 3;VÄXJÖ KOMMUN
37653586;Anpassad grundskola 1;VÄXJÖ KOMMUN
85713270;Anpassad grundskola 2;VÄXJÖ KOMMUN
49038465;Staffanstorps Montessoriskola;STAFFANSTORPS MONTESSORIFÖRENING
63315515;Årbyskolan F-9;ESKILSTUNA KOMMUN
14327803;Stålforsskolan 7-9;ESKILSTUNA KOMMUN
78673553;Tegelviken F-9;ESKILSTUNA KOMMUN
97475266;Ärla skola F-6;ESKILSTUNA KOMMUN
54605092;Djurgårdsskolan F-9;ESKILSTUNA KOMMUN
30374696;Edvardslundsskolan F-6;ESKILSTUNA KOMMUN
11685163;Fröslundaskolan F-6;ESKILSTUNA KOMMUN
46674480;Gillberga skola F-6;ESKILSTUNA KOMMUN
85601783;Gökstensskolan F-9;ESKILSTUNA KOMMUN
25284848;Hammargärdets skola F-6;ESKILSTUNA KOMMUN
13561097;Hållstaskolan F-6;ESKILSTUNA KOMMUN
98262818;Hällberga skola F-6;ESKILSTUNA KOMMUN
14989708;Hällby skola F-6;ESKILSTUNA KOMMUN
85172821;Lagersbergsskolan F-6;ESKILSTUNA KOMMUN
39228461;Lundbyskolan F-6;ESKILSTUNA KOMMUN
83229706;Mesta skola F-3;ESKILSTUNA KOMMUN
30622727;Skogstorpsskolan F-9;ESKILSTUNA KOMMUN
27487150;Slagstaskolan F-6;ESKILSTUNA KOMMUN
40526633;Algebraskolan;ALGEBRAUTBILDNING FÖRENINGEN
36157857;Central Insamlingsenhet;STORUMANS KOMMUN
69462885;GTC/SFI;GÖTEBORGS KOMMUN
11217130;GTC/Komvux;GÖTEBORGS KOMMUN
17315625;Hagaskolan 1;NORRKÖPINGS KOMMUN
34784374;Vikbolandsskolan 2;NORRKÖPINGS KOMMUN
62569328;Tåby skola;NORRKÖPINGS KOMMUN
82294598;Uttersbergsskolan;NORRKÖPINGS KOMMUN
35376818;Studium SFI 1;GÖTEBORGS KOMMUN
34421438;Studium SFI 2;GÖTEBORGS KOMMUN
16767229;Komvux;GRUMS KOMMUN
15973939;Bruksskolan;HÖGANÄS KOMMUN
83983639;Jonstorpsskolan;HÖGANÄS KOMMUN
89335715;Vikenskolan;HÖGANÄS KOMMUN
85272681;Kullagymnasiet;HÖGANÄS KOMMUN
58028919;Kyrkskolan;TROSA KOMMUN
79187561;Vuxenutbildning Trosa;TROSA KOMMUN
24199792;Da Vinciskolan;DAVI SKOLAN AKTIEBOLAG
65390344;Björkris skola F-6;KUNGSBACKA KOMMUN
86113785;Kyrkhedens skola 4-9;HAGFORS KOMMUN
95069937;Wilhelm Haglunds Gymnasium;Gimo UtbildningsAktiebolag
89451025;Vuollerims Centralskola;JOKKMOKKS KOMMUN
19143733;Västra skolan;JOKKMOKKS KOMMUN
43959135;Munktellskolan 7-9;ESKILSTUNA KOMMUN
94552753;Gällingeskolan;KUNGSBACKA KOMMUN
58862351;Bergfotens skola;TYRESÖ KOMMUN
50909680;Lärlingsakademin i Jönköping;JÖNKÖPINGS KOMMUN
29991096;Gränsskolan;HAPARANDA KOMMUN
91185118;Aspstrandens skola;HAPARANDA KOMMUN
59115663;Böle Byskola AB;BÖLE BYSKOLA AB
18113505;Tornedalsskolan, SFI;HAPARANDA KOMMUN
56545758;Tornedalsskolan vuxenutb;HAPARANDA KOMMUN
76521863;Nya Munken;NYA MUNKEN AKTIEBOLAG
70658445;Vetlanda Lärcentrum Komvux GY;VETLANDA KOMMUN
25130913;Vetlanda Lärcentrum Komvux GRUND;VETLANDA KOMMUN
91966850;Vetlanda Lärcentrum Lärvux;VETLANDA KOMMUN
62272121;Sundsta-Älvkullegymnasiet 6;KARLSTADS KOMMUN
68980561;Varbergs Montessoriskola;Varbergs Montessoriskola Ekonomisk förening
82378820;Nobelgymnasiet 2;KARLSTADS KOMMUN
47777024;Modersmålslärare;LANDSKRONA KOMMUN
52049139;Pilängskolan;LANDSKRONA KOMMUN
29541747;Västervångskolan;LANDSKRONA KOMMUN
16824824;Åsa Gårdsskola 4-9;KUNGSBACKA KOMMUN
16626627;Studium Anpassad Vuxenutbildning;GÖTEBORGS KOMMUN
11364996;Lemshagastiftelsen;LEMSHAGASTIFTELSEN
31733366;Ljungviksskolan skolenhet B;LERUMS KOMMUN
58828622;Regnbågens skola;SIGTUNA KOMMUN
92872794;Mångkulturella enheten;SIGTUNA KOMMUN
10998117;Råbergsskolan;SIGTUNA KOMMUN
80274643;Skepptuna skola;SIGTUNA KOMMUN
11061967;Buaskolan F-6 och fritidshem;VARBERGS KOMMUN
71048800;Borgskolan;BOTKYRKA KOMMUN
81020581;Borgskolan F-klass Gul 1GR;BOTKYRKA KOMMUN
84891659;Borgsskolan Borggruppen 1GR;BOTKYRKA KOMMUN
23477041;Falkbergsskolan klass 6-9 A 1GR;BOTKYRKA KOMMUN
40172619;Fittjaskolan Lilla Aspen 1GR;BOTKYRKA KOMMUN
54270895;Hammerstaskolan Språkenhet 1GR;BOTKYRKA KOMMUN
16223141;Storvretskolan 1GR;BOTKYRKA KOMMUN
16061350;Apolloniosskolan;Apolloniosskolan AB
73178642;Bergtallens skola;VILLBERGA FAMILJECENTER AKTIEBOLAG
19741412;Viskastrandsgymnasiet E;BORÅS KOMMUN
79252996;Fjordskolan F-3;KUNGSBACKA KOMMUN
48791537;Fjordskolan 4-6;KUNGSBACKA KOMMUN
65922396;Iseråsskolan F-3;KUNGSBACKA KOMMUN
54466386;Iseråsskolan 4-6;KUNGSBACKA KOMMUN
10368319;Kullaviksskolan 4-9A;KUNGSBACKA KOMMUN
11782417;Kullaviksskolan 4-9B;KUNGSBACKA KOMMUN
38773182;Nacka språk och utbildningsenhet;NACKA KOMMUN
59758107;Hembergsskolan 7-9;VILHELMINA KOMMUN
60496759;Björkbergs skola;HUDIKSVALLS KOMMUN
21798613;Bromangymnasiet 5;HUDIKSVALLS KOMMUN
58490990;Centrum för utv. och lärande, Komvux;HUDIKSVALLS KOMMUN
95282218;Edsta skola;HUDIKSVALLS KOMMUN
13941593;Lunds skola;HUDIKSVALLS KOMMUN
88802212;Malsta skola;HUDIKSVALLS KOMMUN
97795640;Centrum för utv. o lärande SFI;HUDIKSVALLS KOMMUN
82002016;Sunnerbogymnasiet 3;LJUNGBY KOMMUN
90511570;Studium, särvux;GÖTEBORGS KOMMUN
49323438;Montessoriskolan Älvkullen;STIFTELSEN MONTESSORI FÖR ALLA BARN
69626109;Burgårdens Gymnasium 5;GÖTEBORGS KOMMUN
14959495;Växjö Montessoriskola;Stella Montessori AB
53178437;Kyrkebyskolan 4-6;ARVIKA KOMMUN
45111461;Finnerödja skola;LAXÅ KOMMUN
28511234;Saltängsskolan;LAXÅ KOMMUN
83197782;Prolympia Växjö;Prolympia AB
37534029;Sverige Ridgymnasium Malmö;Sveriges Ridgymnasium AB
45105492;Björksäter skola;MULLSJÖ KOMMUN
52780309;Söraby skola;VÄXJÖ KOMMUN
12286029;Norregårdskolan;VÄXJÖ KOMMUN
86282718;Gustavslundskolan;VÄXJÖ KOMMUN
99620228;Anderstorpsgymnasiet 3;SKELLEFTEÅ KOMMUN
54709952;Bläshammar skola F-6 och fritidshem;VARBERGS KOMMUN
14555807;Antonskolan Blekedamm;Anton Utbildning AB
32309720;Hallenskolan;MÖLNDALS KOMMUN
63653488;Birgittaskolan 2;LINKÖPINGS KOMMUN
77498656;Linvux-Linköpings vuxenutbildning 3;LINKÖPINGS KOMMUN
70349815;Linvux-Linköpings vuxenutbildning 1;LINKÖPINGS KOMMUN
18585239;Linvux-Linköpings vuxenutbildning 2;LINKÖPINGS KOMMUN
45354396;Burgården Frisör- komvux;GÖTEBORGS KOMMUN
74978037;Stenhammarskolans grundsärskola 7-9;FLENS KOMMUN
58128691;Tofthagaskolan;Tofthaga förskola och skola ekonomisk förening
13775470;Blötbergets skola;LUDVIKA KOMMUN
28230949;Kyrkskolan 7-9;LUDVIKA KOMMUN
47736072;Lorensberga 7-9;LUDVIKA KOMMUN
61260328;Parkskolan;LUDVIKA KOMMUN
32279321;Björkås skola;LUDVIKA KOMMUN
20235590;Björkhaga skola;LUDVIKA KOMMUN
42454305;Ljungsbro skola 7-9;LINKÖPINGS KOMMUN
20386768;Öresundsgymnasiet;LANDSKRONA KOMMUN
44263951;Linåkerskolan;SVALÖVS KOMMUN
47848303;Billeshögsskolan;SVALÖVS KOMMUN
87999453;Tellusskolan Thea Bromma;Tellusskolan II AB
31658010;Tellusskolan Thea Linköping;Tellusskolan II AB
54267727;Bjästaskolan F-6;ÖRNSKÖLDSVIKS KOMMUN
67248275;Själevadskolan F-6;ÖRNSKÖLDSVIKS KOMMUN
76361202;Realgymnasiet i Skövde;Lärande i Sverige AB
72526185;Lärande Grundskola Södra;Lärande förskolor och grundskolor i Sverige AB
71401921;Realgymnasiet Halmstad;Lärande i Sverige AB
11858071;Realgymnasiet i Borlänge;Lärande i Sverige AB
27023902;Realgymnasiet i Luleå;Lärande i Sverige AB
20454041;Realgymnasiet i Sundbyberg;Lärande i Sverige AB
50772536;Realgymnasiet i Växjö;Lärande i Sverige AB
28482422;Realgymnasiet i Örebro;Lärande i Sverige AB
59571562;Realgymnasiet Karlstad;Lärande i Sverige AB
42500145;Realgymnasiet Trollhättan;Lärande i Sverige AB
95891686;Ingelstad skola;VÄXJÖ KOMMUN
24982244;Linnéskolan 3;ÄLMHULTS KOMMUN
85192244;Elevhälsan;VARA KOMMUN
79210663;Parkskolan;VARA KOMMUN
29221653;Lagmansgymnasiet2;VARA KOMMUN
82382439;Komvux som anpassad utbildning;TIERPS KOMMUN
12902856;Vedums skola;VARA KOMMUN
85767343;Vuxenutbildningen SFI;TIERPS KOMMUN
74582007;Vuxenutbildningen Vux;TIERPS KOMMUN
86042309;Brattfors skola;FILIPSTADS KOMMUN
41059227;Lyktans fritidshem;Särö pastorat
17031958;Strömsholms skola;HALLSTAHAMMARS KOMMUN
63910317;Vallbyskolan;HALLSTAHAMMARS KOMMUN
22280343;Futurum F-6;HÅBO KOMMUN
90826660;Gransäterskolan;HÅBO KOMMUN
16546407;Fridegårdsgymnasiet - SFI;HÅBO KOMMUN
93673441;Fridegårdsgymnasiet- Särvux;HÅBO KOMMUN
45432132;Hållängetskolan;ÖRNSKÖLDSVIKS KOMMUN
29574820;Höglidenskolan;ÖRNSKÖLDSVIKS KOMMUN
43269172;Gustaf Dalénskolan 4-9;FALKÖPINGS KOMMUN
95867611;Centrum för flerspråkighet;FALKÖPINGS KOMMUN
51079534;Kinnarpsskolan 7-9;FALKÖPINGS KOMMUN
84998800;Önstaskolan;VÄSTERÅS KOMMUN
92009807;Edströmska;VÄSTERÅS KOMMUN
47462120;Dibber International School Sollentuna;Dibber Norrviken Skola AB
35658303;Fenix Vux 1;VAGGERYDS KOMMUN
53885504;Luleå anpassad grundskola 4-9;LULEÅ KOMMUN
34831349;Västsvenska Gymnasiet;Idrottens Skola i Göteborg AB
28042382;Gärdesskolan;EDA KOMMUN
35136963;Vesterhavsskolan;Vesterhavet AB
19742982;Viktoriaskolan;BRICKEBERGSKYRKANS SKOLSTIFTELSE
32995170;Internationella gymnasiet;FOLKUNIVERSITETET STIFTELSEN KURSVERKSAMHETEN VID UPPSALA UNIVERSITET
22239675;Cultus gymnasium;FOLKUNIVERSITETET STIFTELSEN KURSVERKSAMHETEN VID UPPSALA UNIVERSITET
71816269;Central Insamlingsenhet;VELLINGE KOMMUN
32737588;Högelidsskolan anpassad grundskola;MARIESTADS KOMMUN
71484023;Kvarnstenens skola;MARIESTADS KOMMUN
26296411;Prismaskolan;MARIESTADS KOMMUN
48016437;Tunaholmsskolan;MARIESTADS KOMMUN
69164983;Ullervads skola;MARIESTADS KOMMUN
30467029;Unicaskolan;MARIESTADS KOMMUN
86093284;Central Insamlingsenhet;MARIESTADS KOMMUN
31200039;Orust Montessoriskola;ORUSTS MONTESSORISKOLA EKONOMISK FÖRENING
81821453;CLL/SFI;HEBY KOMMUN
84449584;CLL/Vuxenutbildningen;HEBY KOMMUN
71252203;Heby anpassad grundskola;HEBY KOMMUN
54965510;Vasaskolan;GÄVLE KOMMUN
21648755;Borgarskolan;GÄVLE KOMMUN
42595629;Morgongåva skola F-6;HEBY KOMMUN
57760979;Komvux anpassad utbildning;HEBY KOMMUN
13789284;Gullregnsskolan A;KUNGSBACKA KOMMUN
24479132;Gullregnsskolan B;KUNGSBACKA KOMMUN
48240990;Johan-Olovskolan;AVESTA KOMMUN
70826875;Anpassad skola 1-6;AVESTA KOMMUN
62003778;Anpassad skola 7-9;AVESTA KOMMUN
87181526;Tabergsskolan;JÖNKÖPINGS KOMMUN
67286143;Fridagymnasiet i Mölnlycke;Fridaskolorna AB
24352906;Fridaskolan Helsingborg;Fridaskolorna AB
40145225;Gräsmyr skola;NORDMALINGS KOMMUN
75692870;Kumlaby skola 7-9;KUMLA KOMMUN
77005811;Stenbackeskolan;STIFTELSEN UDDEVALLA KRISTNA SKOLA
10975008;Furuboda Gymnasieskola;FÖRENINGEN FURUBODA UTBILDNING OCH KOMPETENSCENTRUM
43375546;Rälsen AB åk 4-9;RÄLSEN AKTIEBOLAG
34105152;Rälsen Spanska;RÄLSEN AKTIEBOLAG
75255864;Pilgrimsskolan;PILGRIMSSKOLAN AB
80947842;Natur och Miljöskolan i Åmål;Natur- och Miljöskolan i Åmål AB
74084060;Olsboskolan anpassad grundskola;FAGERSTA KOMMUN
73755431;Olsboskolan anpassad gymnasieskola;FAGERSTA KOMMUN
61454000;Jönsbergska Idrottsskolan Norrköping;Jönsbergska Idrottsskolan Norrköping AB
17089857;Valboskolan 7-9;FÄRGELANDA KOMMUN
71240644;Fridaskolan Kallebäck;Fridaskolorna AB
15080815;Fjällenskolan;JÄRFÄLLA KOMMUN
34488594;VBU Högbergsskolan 3;VÄSTERBERGSLAGENS UTBILDNINGSFÖRBUND,VBU
56423824;Höglundaskolan;SÄFFLE KOMMUN
12801932;Ulvsättraskolan;JÄRFÄLLA KOMMUN
53494028;Individuella programmet;HJO KOMMUN
80378322;Järfälla Språkcentrum;JÄRFÄLLA KOMMUN
25878197;SFI;HJO KOMMUN
50661444;Central Insamlingsenhet Kommunal verksamhet;HJO KOMMUN
73767658;Gustav Dalénskolan F-3;FALKÖPINGS KOMMUN
85504910;Hammarnskolan;HJO KOMMUN
16996664;Estrid Ericsonskolan;HJO KOMMUN
87689432;Central Insamlingsenhet;HÖRBY KOMMUN
13537290;Bodaskolan;ÄLVKARLEBY KOMMUN
77977024;Killhult skola;HÖRBY KOMMUN
35287613;Långaröd skola;HÖRBY KOMMUN
93957990;Tingvallaskolan;SÄFFLE KOMMUN
12191224;Lövestads skola;SJÖBO KOMMUN
79622038;Skogsbrynskolan;KÖPINGS KOMMUN
49957284;Kumlaby skola F-6;KUMLA KOMMUN
12251866;Malmens skola;KUMLA KOMMUN
99992013;Vialundskolan;KUMLA KOMMUN
36276828;Futuraskolan International Kottla;FUTURASKOLAN AB
36569926;Norrtälje anpassad gymnasieskola;NORRTÄLJE KOMMUN
51565567;Franska skolan Göteborg 6-9;MEDBORGARSKOLAN REGION VÄST
50742176;Franska skolan Göteborg F-5;MEDBORGARSKOLAN REGION VÄST
66644840;Grönkullaskolan;ALVESTA KOMMUN
86442938;Söderbykarl skola;NORRTÄLJE KOMMUN
19694910;Orsaskolan;ORSA KOMMUN
44551665;Bergetskolan;ORSA KOMMUN
89047020;Digerbergets skola;ORSA KOMMUN
26900910;Kyrkbyns skola;ORSA KOMMUN
83851438;Central insamlingsenhet Enskild verksamhet;HÄSSLEHOLMS KOMMUN
85194615;Kålgården anpassad grundskola 1–6;JÖNKÖPINGS KOMMUN
55436245;Junedal anpassad grundskola 7–9;JÖNKÖPINGS KOMMUN
59552818;Kyrkans Fritids i Björkekärr;Örgryte pastorat
91092481;Rosenlund anpassad grundskola 1–6;JÖNKÖPINGS KOMMUN
95773926;Modersmålsundervisning i Lerum;LERUMS KOMMUN
38539206;Röselidsskolan skolenhet B;LERUMS KOMMUN
69057737;Uddaredsskolan;LERUMS KOMMUN
96946829;Bulten Fritids;EK FÖRENING FÖRÄLDRAKOOPERATIVET BULTEN
22093911;Raoul Wallenbergskolan Gävle;Raoul Wallenbergskolorna AB
94095282;Ansgarskolorna Emanuelskolan;Ansgarskolorna AB
79159191;Knivsta Anpassad Grundskola;KNIVSTA KOMMUN
19207146;Färjestadens Grundsärskola;MÖRBYLÅNGA KOMMUN
44232122;Furuby skola;VÄXJÖ KOMMUN
37501814;Åryds skola;VÄXJÖ KOMMUN
36751366;AU Utbildning AB;VARA KOMMUN
29535640;Vuxenutbildningscentrum IM;ÅSTORPS KOMMUN
32617655;Vuxenutbildningscentrum/komvux;ÅSTORPS KOMMUN
90185249;Torsgårdsskolan;VARA KOMMUN
47521337;Vuxenutbildningscentrum, SFI;ÅSTORPS KOMMUN
96982474;Rotskärsskolan 7-9;ÄLVKARLEBY KOMMUN
55958613;Minnebergsskolan;ARVIKA KOMMUN
30153289;Sulviks skola;ARVIKA KOMMUN
63931325;Malgomajskolan 1;SÖDRA LAPPLANDS GYMNASIEFÖRBUND
50104466;Luspengymnasiet;SÖDRA LAPPLANDS GYMNASIEFÖRBUND
84566912;Komvux som anpassad utbildning;SUNDSVALLS KOMMUN
98702729;Malgomajskolan 2;SÖDRA LAPPLANDS GYMNASIEFÖRBUND
60427298;Jukkasjärvi skola;KIRUNA KOMMUN
75662206;Arbråskolan F-9;BOLLNÄS KOMMUN
79116999;Central Insamlingsenhet Enskild verksamhet;SIMRISHAMNS KOMMUN
37539722;Brännaregårdsskolan;OLOFSTRÖMS KOMMUN
53603984;Högavångsskolan;OLOFSTRÖMS KOMMUN
55080778;Komvux;OLOFSTRÖMS KOMMUN
90907481;Komvux, SFI;OLOFSTRÖMS KOMMUN
14765915;Kyrkhults skola;OLOFSTRÖMS KOMMUN
96584716;Central Insamlingsenhet Enskild verksamhet;ÅRE KOMMUN
13770039;Lackarebäcksskolan;MÖLNDALS KOMMUN
17970468;Henriksdalskolan;VELLINGE KOMMUN
53442807;Sörgårdsskolan;MÖLNDALS KOMMUN
89380918;Mimers Bredåker;Mimers Vittjärv AB
32721673;Bergviksskolan åk 4-9;SÖDERHAMNS KOMMUN
63862480;Mo skola;SÖDERHAMNS KOMMUN
35139330;Norrtullskolan åk 7-9;SÖDERHAMNS KOMMUN
63302939;Norrtullskolan åk F-6;SÖDERHAMNS KOMMUN
84393014;Rosenvallskolan;SÖDERHAMNS KOMMUN
93261760;Sandarne skola;SÖDERHAMNS KOMMUN
46399291;Stenbergaskolan åk 4-9;SÖDERHAMNS KOMMUN
26147333;Stenbergaskolan åk F-3;SÖDERHAMNS KOMMUN
66627501;Storumans lärcentrum;STORUMANS KOMMUN
66358649;Trönö skola;SÖDERHAMNS KOMMUN
42162288;Vågbroskolan åk 4-9;SÖDERHAMNS KOMMUN
71527628;Vågbroskolan åk F-3;SÖDERHAMNS KOMMUN
76562396;Franklins gymnasium;MÖLNDALS KOMMUN
93911789;Campus Mölndal Skolenhet 2;MÖLNDALS KOMMUN
33554785;Campus Mölndal Skolenhet 4;MÖLNDALS KOMMUN
71396086;Vattudalsskolan;STRÖMSUNDS KOMMUN
41600127;Im-enheten;SURAHAMMARS KOMMUN
44373961;Idunskolan Östra Stockholms Waldorfskola;IDUNSTIFTELSEN FÖR WALDORFPEDAGOGIK
59386837;Hjalmar Strömerskolan;STRÖMSUNDS KOMMUN
81300090;Mariaskolan;FAGERSTA KOMMUN
65752105;Kitas Frisörgymnasium;Kimuo frisörutbildning AB
18571880;Vuxenutb.komvux;STRÖMSUNDS KOMMUN
86612198;Komvux Norra Västmanland;FAGERSTA KOMMUN
62844157;Komvux som anpassad undervisning (Lärvux);FAGERSTA KOMMUN
16608096;Anpassad grundskola Hörby kommun;HÖRBY KOMMUN
87396507;Elevhälsan Ansvarig Peter Andersson;PITEÅ KOMMUN
54348763;Nacka Idrottsgrundskola;Nacka Idrottsgrundskola AB
65017768;Kommunövergripande särskilda undervisningsgrupper;PITEÅ KOMMUN
74174879;Bollstanäs skola;UPPLANDS VÄSBY KOMMUN
44227469;Grimstaskolan;UPPLANDS VÄSBY KOMMUN
26480342;Nordanskolan;UPPLANDS VÄSBY KOMMUN
63150475;Sjumilaskolan;UPPLANDS VÄSBY KOMMUN
32492959;Sjöviksskolan;TRELLEBORGS KOMMUN
20574219;Språk- och mottagningsenheten;UPPLANDS VÄSBY KOMMUN
11083778;Komvux Norra Västmanland, SFI;FAGERSTA KOMMUN
31018677;Väsby skola;UPPLANDS VÄSBY KOMMUN
54774286;Alftaskolan F-6;OVANÅKERS KOMMUN
24030299;Runemo skola;OVANÅKERS KOMMUN
86484303;Anpassad grundskola;ÖSTHAMMARS KOMMUN
34304361;Borgen;TRELLEBORGS KOMMUN
74071562;Kattebäcksskolan;TRELLEBORGS KOMMUN
97713654;Modersmål;TRELLEBORGS KOMMUN
17417951;Skegrie skola;TRELLEBORGS KOMMUN
38375490;Västervångskolan;TRELLEBORGS KOMMUN
45914893;Båtsmansskolan;HANINGE KOMMUN
67899423;Söderhamns Friskola och Fritids;Söderhamn Knowledge AB
56361478;Dackeskolan 7-9;TINGSRYDS KOMMUN
79538647;Dackeskolan F-6;TINGSRYDS KOMMUN
20895459;Tingsryds anpassade grundskola;TINGSRYDS KOMMUN
88544642;Örmoskolan;TINGSRYDS KOMMUN
16983719;Broskolan;UPPLANDS-BRO KOMMUN
61061763;Finnstaskolan;UPPLANDS-BRO KOMMUN
63680413;Central Insamlingsenhet Kommunal verksamhet;YDRE KOMMUN
24632114;Hovshagaskolan;VÄXJÖ KOMMUN
54409456;Norrstrandsskolan 4-6;KARLSTADS KOMMUN
86848164;Lillestadskolan;VÄXJÖ KOMMUN
46214380;Tolg skola;VÄXJÖ KOMMUN
89874143;Anders Ljungstedts gymnasium 11;LINKÖPINGS KOMMUN
61432781;Anders Ljungstedts gymnasium 4;LINKÖPINGS KOMMUN
78287294;Anders Ljungstedts gymnasium 7;LINKÖPINGS KOMMUN
74316305;Anders Ljungstedts gymnasium 8;LINKÖPINGS KOMMUN
39096170;Anders Ljungstedts gymnasium 9;LINKÖPINGS KOMMUN
79527481;Berzeliusskolan 1;LINKÖPINGS KOMMUN
67300857;Berzeliusskolan 2;LINKÖPINGS KOMMUN
55047771;Berzeliusskolan 3;LINKÖPINGS KOMMUN
67809400;Berzeliusskolan 7;LINKÖPINGS KOMMUN
44509207;Regnbågsskolan;GULLSPÅNGS KOMMUN
24544503;Folkungaskolan 1;LINKÖPINGS KOMMUN
53821161;Katedralskolan 1;LINKÖPINGS KOMMUN
66927569;Antnässkolan F-6;LULEÅ KOMMUN
31199511;Katedralskolan 2;LINKÖPINGS KOMMUN
41443442;Alviksskolan F-6;LULEÅ KOMMUN
87101377;Benzeliusskolan F-6;LULEÅ KOMMUN
72942852;Bergskolan 7-9;LULEÅ KOMMUN
89477984;Björkskataskolan 7-9;LULEÅ KOMMUN
12934438;Katedralskolan 3;LINKÖPINGS KOMMUN
89780532;Boskataskolan F-6;LULEÅ KOMMUN
77545704;Ersnässkolan F-6;LULEÅ KOMMUN
11064551;Furuparksskolan F-3;LULEÅ KOMMUN
99392998;Mariebergsskolan F-3;LULEÅ KOMMUN
27071357;Måttsundsskolan F-6;LULEÅ KOMMUN
12291946;ASTAR;LINKÖPINGS KOMMUN
91656996;Ormbergsskolan F-6;LULEÅ KOMMUN
37985083;Hermods;LINKÖPINGS KOMMUN
21937355;Råneskolan F-6;LULEÅ KOMMUN
13938935;Sunderbyskolan F-3;LULEÅ KOMMUN
34546471;JENSEN Education;LINKÖPINGS KOMMUN
35535722;Svedjeskolan F-3;LULEÅ KOMMUN
54468318;Tallkronanskolan F-6;LULEÅ KOMMUN
97585644;Ängskolan F-6;LULEÅ KOMMUN
67615094;Öhemsskolan F-3;LULEÅ KOMMUN
25018983;Örnässkolan F-6;LULEÅ KOMMUN
16704325;MedLearn;LINKÖPINGS KOMMUN
84408578;Atlasskolan;LINKÖPINGS KOMMUN
60102425;Gällkvistskolan;SKARA KOMMUN
69259821;Fredriksbergsskolan;LINKÖPINGS KOMMUN
63098552;MoA Lärcentrum;LINKÖPINGS KOMMUN
13435161;Kungsbergsskolan 7-9;LINKÖPINGS KOMMUN
38048590;Ardalaskolan;SKARA KOMMUN
87929781;Ljungs skola;LINKÖPINGS KOMMUN
97965929;NTI-skolan;LINKÖPINGS KOMMUN
29535424;Agila Institutet Vux;LINKÖPINGS KOMMUN
11861311;Kärna skola;LINKÖPINGS KOMMUN
51947069;Nya Rydsskolan;LINKÖPINGS KOMMUN
71502521;Ulleviskolan;LINKÖPINGS KOMMUN
85325551;Sonfjällsskolan;HÄRJEDALENS KOMMUN
79022806;Södra Skolan;HÄRJEDALENS KOMMUN
47043218;Teleborg Centrum skola 1;VÄXJÖ KOMMUN
43450482;Flyinge Hästsportgymnasium;FLYINGE AKTIEBOLAG
51508215;Valleskolan;SKARA KOMMUN
68954823;Mullsjö Anpassade grundskola;MULLSJÖ KOMMUN
18193338;Svandammsskolan F-6;NYNÄSHAMNS KOMMUN
69405762;Uppsala waldorfskola;STIFTELSEN UPPSALA WALDORFSKOLA
77268380;Töre skola;KALIX KOMMUN
33183794;Centrumskolan;KALIX KOMMUN
45591937;Djuptjärnsskolan;KALIX KOMMUN
41544515;Näsbyskolan;KALIX KOMMUN
43043051;Sangis skola;KALIX KOMMUN
65507647;Gripsholmsskolan;Gripsholmsskolan AB
70811222;Hermods Distansgymnasium;Hermods Aktiebolag
24564454;Fågelvikskolan anpassad grundskola;TIBRO KOMMUN
74322969;Fågelvikskolans gymnasie;TIBRO KOMMUN
56655808;Nova Montessoriskola åk 6-9;MONTENOVA MONTESSORISKOLA EKONOMISK FÖRENING
94030917;Elevhälsan;SVENLJUNGA KOMMUN
48486703;Anpassad grundskola Älvkarleby;ÄLVKARLEBY KOMMUN
